sRNA	mRNA	RF_Score	Class
isar1	slr0474	0.53683	0
isar1	slr1611	0.53681	0
psrr1	sll0185	0.53679	0
isar1	sll1745	0.53676	0
isar1	slr1467	0.53674	0
isar1	sll0319	0.53672	0
psrr1	slr0361	0.53671	0
psrr1	sll1772	0.53668	0
isar1	slr0406	0.53667	0
psrr1	slr0249	0.53663	0
isar1	sll1107	0.53662	0
psrr1	ssl3432	0.53661	0
psrr1	slr1761	0.53659	0
isar1	sll1095	0.53656	0
psrr1	sll0042	0.53655	0
isar1	sll1387	0.53653	0
isar1	ssr2802	0.53652	0
isar1	slr0943	0.53649	0
psrr1	sll1043	0.53649	0
isar1	sll1785	0.53648	0
isar1	sll1837	0.53648	0
isar1	slr1489	0.53647	0
isar1	sll2015	0.53646	0
psrr1	sll0053	0.53646	0
isar1	slr0067	0.53645	0
isar1	slr1095	0.53645	0
psrr1	slr0774	0.53645	0
isar1	sll0328	0.53644	0
isar1	slr0617	0.53644	0
isar1	slr1024	0.53643	0
psrr1	sll0506	0.53643	0
isar1	sll1942	0.53642	0
psrr1	slr0078	0.53642	0
psrr1	slr1636	0.53642	0
isar1	slr1199	0.53641	0
psrr1	slr1956	0.5364	0
psrr1	sll1001	0.53639	0
psrr1	sll0082	0.53638	0
isar1	slr1443	0.53637	0
psrr1	sll0320	0.53636	0
isar1	slr0186	0.53635	0
isar1	sll0063	0.53633	0
isar1	slr0623	0.53631	0
isar1	slr0194	0.5363	0
isar1	sll1708	0.53625	0
isar1	sll0204	0.53624	0
isar1	ssr1169	0.53623	0
isar1	sll0444	0.53621	0
isar1	slr1031	0.53621	0
isar1	sll0108	0.53617	0
isar1	slr1259	0.53617	0
psrr1	sll1878	0.53616	0
isar1	slr0379	0.53612	0
psrr1	sll1659	0.53612	0
psrr1	slr1794	0.5361	0
isar1	sll0782	0.53607	0
isar1	slr0245	0.53606	0
psrr1	slr0783	0.53606	0
isar1	sll1372	0.53604	0
psrr1	sll1770	0.53604	0
isar1	slr0769	0.53603	0
isar1	sll1341	0.536	0
isar1	sll0509	0.53597	0
psrr1	slr1565	0.53593	0
isar1	slr0757	0.53592	0
isar1	slr1087	0.53592	0
isar1	ssr2406	0.53591	0
psrr1	sll0258	0.5359	0
isar1	slr0149	0.53589	0
psrr1	slr0070	0.53589	0
isar1	slr1841	0.53587	0
isar1	sll2013	0.53586	0
isar1	slr0095	0.53586	0
isar1	slr1837	0.53586	0
psrr1	slr1443	0.53585	0
isar1	sll0839	0.53583	0
psrr1	slr0747	0.53583	0
psrr1	slr1019	0.53581	0
isar1	sll1874	0.53579	0
isar1	sll1742	0.53576	0
isar1	slr1110	0.53576	0
isar1	sll1352	0.53575	0
psrr1	sll1532	0.53575	0
isar1	sll1578	0.53574	0
isar1	slr1409	0.53567	0
psrr1	slr0220	0.53566	0
isar1	slr1330	0.53564	0
psrr1	slr0077	0.53563	0
isar1	ssr3383	0.53561	0
isar1	slr0456	0.53559	0
isar1	slr2101	0.53558	0
psrr1	sll1988	0.53558	0
isar1	sll1878	0.53556	0
isar1	slr1229	0.53556	0
isar1	slr0574	0.53553	0
psrr1	slr1133	0.53551	0
isar1	sll1097	0.53548	0
isar1	slr1344	0.53548	0
isar1	ssr3188	0.53546	0
psrr1	sll0513	0.53546	0
psrr1	sll1452	0.53545	0
isar1	sll0726	0.53542	0
isar1	slr0708	0.5354	0
isar1	slr2080	0.53538	0
psrr1	sll1280	0.53537	0
isar1	sll1810	0.53535	0
isar1	slr0542	0.53535	0
isar1	sll1091	0.53534	0
isar1	sll1536	0.53529	0
isar1	slr1492	0.53527	0
isar1	ssr1528	0.53525	0
isar1	ssl3573	0.53523	0
isar1	ssr0693	0.53523	0
isar1	slr1579	0.53521	0
isar1	sll0401	0.53518	0
isar1	sll0243	0.53516	0
psrr1	sll0635	0.53516	0
isar1	slr2143	0.53515	0
psrr1	slr1456	0.53515	0
isar1	slr0452	0.53514	1
isar1	slr1820	0.53514	0
isar1	sll1009	0.53513	0
psrr1	sll1689	0.53513	0
isar1	ssl3441	0.53511	0
isar1	sll1686	0.5351	0
isar1	sll1217	0.53509	0
isar1	sll1261	0.53508	0
psrr1	slr0590	0.53508	0
isar1	slr1134	0.53506	0
isar1	sll0382	0.53505	0
isar1	sll0716	0.53505	0
isar1	slr0744	0.53505	0
isar1	slr1224	0.53505	0
isar1	slr1862	0.53505	0
psrr1	sll0945	0.53505	0
psrr1	sll0518	0.53501	0
isar1	sgl0002	0.535	0
isar1	slr1160	0.535	0
isar1	slr1362	0.53499	0
psrr1	slr0118	0.53497	0
psrr1	slr0821	0.53497	0
isar1	slr1743	0.53496	0
isar1	slr1910	0.53496	0
isar1	slr0951	0.53495	0
isar1	sll0574	0.53493	0
isar1	sll1394	0.53491	0
psrr1	sll0045	0.53491	0
psrr1	slr2102	0.53491	0
isar1	slr0950	0.53489	0
isar1	sll1349	0.53488	0
psrr1	slr1653	0.53488	0
psrr1	sll0336	0.53487	0
isar1	slr1145	0.53484	0
psrr1	sll1561	0.53484	0
psrr1	slr1171	0.53482	0
psrr1	slr1919	0.53482	0
isar1	slr1512	0.53481	0
isar1	slr1956	0.53481	0
psrr1	slr2101	0.53481	0
isar1	sll1583	0.53478	0
isar1	slr0306	0.53475	0
isar1	sll1853	0.53471	0
psrr1	slr0322	0.5347	0
isar1	sll1580	0.53469	0
psrr1	sll1181	0.53469	0
isar1	slr1498	0.53467	0
isar1	sll1606	0.53466	0
isar1	slr1289	0.53465	0
isar1	slr1459	0.53465	0
isar1	slr1788	0.53464	0
psrr1	sll1491	0.53464	0
psrr1	sll0220	0.53463	0
isar1	slr0264	0.53462	0
psrr1	sll0382	0.53461	0
isar1	ssr1562	0.5346	0
isar1	slr0753	0.53459	0
isar1	sll0459	0.53457	0
isar1	sll0864	0.53457	0
psrr1	sll0754	0.53457	0
psrr1	sll0586	0.53454	0
psrr1	sll1051	0.5345	0
psrr1	slr0958	0.5345	0
psrr1	sll1138	0.53449	0
isar1	sll1150	0.53448	0
isar1	slr0868	0.53448	0
psrr1	sll0026	0.53444	0
isar1	sll1549	0.53443	0
psrr1	sll1949	0.53443	0
psrr1	sll0306	0.53441	0
isar1	slr0646	0.53438	0
isar1	ssr1480	0.53437	0
isar1	sll1809	0.53436	0
psrr1	sll1018	0.53434	0
isar1	sll1476	0.53431	0
isar1	sll1595	0.5343	0
isar1	slr1230	0.53429	0
psrr1	sll1097	0.53426	0
psrr1	slr0115	0.53423	0
isar1	sll0021	0.53422	0
psrr1	slr0250	0.53422	0
isar1	slr0601	0.53421	0
isar1	sll0478	0.5342	0
isar1	slr2044	0.53419	0
psrr1	sll1286	0.53419	0
isar1	sll1960	0.53415	0
isar1	sll0083	0.53413	0
psrr1	slr1078	0.53413	0
isar1	sll0037	0.53411	0
isar1	sll1130	0.5341	0
psrr1	slr1239	0.53406	0
isar1	slr0341	0.53405	0
isar1	slr0337	0.53404	0
isar1	slr1468	0.53403	0
psrr1	slr0709	0.53402	0
isar1	ssr3467	0.53401	0
isar1	sll1683	0.534	0
isar1	ssl2749	0.53397	0
psrr1	sll1427	0.53395	0
isar1	sll1358	0.53394	0
isar1	slr0957	0.53393	0
isar1	sll0272	0.53387	0
psrr1	sll1574	0.53387	0
isar1	slr0835	0.53382	0
isar1	slr1257	0.53378	0
isar1	sll1886	0.53377	0
isar1	sll1374	0.53376	0
psrr1	sll1049	0.53375	0
psrr1	slr1744	0.53375	0
psrr1	slr1560	0.53374	0
isar1	sll0528	0.53372	0
isar1	sll1446	0.53361	0
psrr1	sll1069	0.53359	0
isar1	slr0721	0.53358	0
psrr1	slr1584	0.53358	0
psrr1	sll1298	0.53356	0
isar1	ssl2296	0.53355	0
isar1	slr0491	0.53354	0
psrr1	sll1742	0.53353	0
isar1	sll1272	0.5335	0
isar1	slr0109	0.53349	0
isar1	slr1674	0.53349	0
isar1	sll0030	0.53347	0
isar1	sll0626	0.53346	0
isar1	sll0691	0.53346	0
psrr1	sll1940	0.53343	0
psrr1	sll0163	0.53342	0
psrr1	slr1233	0.53338	0
isar1	slr0639	0.53335	0
isar1	sll1103	0.53333	0
isar1	sll1283	0.53333	0
isar1	slr1822	0.53333	0
isar1	slr1978	0.5333	0
isar1	slr1336	0.53328	0
psrr1	sll0157	0.53328	0
isar1	slr0692	0.53325	0
isar1	sll0634	0.53324	0
psrr1	slr0194	0.53324	0
isar1	sll1713	0.53322	0
isar1	sll1274	0.53321	0
psrr1	slr1437	0.53319	0
isar1	slr2108	0.53318	0
isar1	sll0546	0.53317	0
isar1	sll1074	0.53317	0
isar1	slr0836	0.53317	0
isar1	slr0455	0.53316	0
isar1	sll0708	0.53315	0
isar1	sll0771	0.53314	0
isar1	sll1147	0.53313	0
isar1	slr1736	0.53312	0
isar1	slr0254	0.53311	0
psrr1	sll1123	0.53311	0
psrr1	slr1464	0.53311	0
psrr1	ssr2595	0.53311	0
isar1	slr0204	0.5331	0
isar1	slr1770	0.53309	0
isar1	sll0645	0.53306	0
isar1	slr1576	0.53306	0
psrr1	sll1076	0.53305	0
psrr1	slr1442	0.53305	0
isar1	slr1273	0.53303	0
isar1	slr1738	0.53303	0
psrr1	slr0022	0.53303	0
psrr1	sll0680	0.53301	0
psrr1	sll1316	0.53299	0
psrr1	slr1639	0.53298	0
isar1	slr0776	0.53297	0
isar1	slr1861	0.53297	0
isar1	sll0238	0.53294	0
isar1	slr0902	0.53293	0
isar1	sll0107	0.53291	0
isar1	slr0324	0.53291	0
isar1	sll0482	0.53289	0
isar1	sll1406	0.53288	0
isar1	slr0090	0.53288	0
isar1	slr1903	0.53288	0
isar1	ssl1498	0.53287	0
psrr1	slr1160	0.53286	0
psrr1	sll1995	0.53285	0
psrr1	slr1822	0.53282	0
psrr1	slr1867	0.53282	0
psrr1	sll1180	0.53281	0
psrr1	slr1350	0.53278	0
isar1	sll0596	0.53276	0
isar1	slr1946	0.53275	0
isar1	sll1882	0.53274	0
isar1	slr1472	0.53273	0
psrr1	slr0487	0.53273	0
isar1	slr1098	0.53272	0
isar1	sll1441	0.53267	0
isar1	sll0222	0.53265	0
isar1	slr1187	0.53265	0
isar1	ssr0536	0.53265	0
psrr1	slr0969	0.53265	0
isar1	slr0643	0.53264	0
isar1	sll1022	0.53262	0
isar1	slr1690	0.5326	0
isar1	sll1897	0.53258	0
isar1	slr0844	0.53258	0
isar1	sll1193	0.53257	0
isar1	slr1815	0.53257	0
psrr1	sll1809	0.53257	0
isar1	slr1655	0.53254	0
psrr1	sll1425	0.53254	0
isar1	slr0376	0.53253	0
isar1	slr1994	0.5325	0
isar1	sll0916	0.53249	0
psrr1	slr1777	0.53247	0
psrr1	slr1982	0.53247	0
isar1	sll1862	0.53246	0
isar1	slr0695	0.53246	0
isar1	slr1847	0.53242	0
psrr1	ssr0657	0.53241	0
isar1	slr1521	0.53239	0
isar1	sll0318	0.53238	0
isar1	slr0658	0.53236	0
psrr1	sll1994	0.53234	0
isar1	sll0508	0.53232	0
isar1	slr1577	0.53232	0
psrr1	slr1363	0.53232	0
isar1	sll1002	0.53231	0
psrr1	sll1283	0.5323	0
isar1	ssl1918	0.53229	0
psrr1	sll1119	0.53229	0
psrr1	sll0539	0.53228	0
isar1	sll1430	0.53227	0
isar1	sll1618	0.53227	0
isar1	slr0284	0.53226	0
isar1	slr0884	0.53225	0
isar1	slr1100	0.53224	0
isar1	slr1219	0.53223	0
isar1	slr1457	0.53222	0
isar1	sll1792	0.53221	0
isar1	slr0083	0.5322	0
psrr1	slr0529	0.5322	0
isar1	sll1293	0.53218	0
isar1	sll1172	0.53217	0
isar1	sll1231	0.53216	0
psrr1	sll0148	0.53216	0
isar1	sll0094	0.53215	0
psrr1	sll0034	0.53214	0
isar1	slr1717	0.53212	0
isar1	slr1777	0.53207	0
psrr1	sll0436	0.53207	0
isar1	sll0641	0.53206	0
isar1	sll0154	0.53202	0
isar1	sll1316	0.53201	0
isar1	sll1144	0.532	0
isar1	ssl3127	0.532	0
psrr1	ssl1707	0.532	0
psrr1	sll0031	0.53197	0
isar1	slr0919	0.53193	0
isar1	ssr2843	0.53193	0
psrr1	sll0198	0.53193	0
isar1	sll0931	0.53192	0
isar1	sll1712	0.53191	0
isar1	slr1805	0.5319	0
psrr1	ssl0788	0.53188	0
isar1	slr0737	0.53185	0
isar1	ssl2542	0.53185	0
isar1	sll1677	0.53184	0
isar1	sll1250	0.53183	0
psrr1	sll1029	0.53183	0
isar1	slr1429	0.53181	0
isar1	slr1556	0.53175	0
isar1	slr1902	0.53173	0
isar1	slr0065	0.53172	0
isar1	slr2048	0.53171	0
isar1	sll1636	0.5317	0
isar1	ssr0330	0.5317	0
isar1	slr1270	0.53169	0
isar1	slr1830	0.53167	0
isar1	slr1425	0.53165	0
isar1	sll0359	0.53164	0
isar1	sll0027	0.53162	0
psrr1	slr2124	0.53162	0
psrr1	sll1796	0.53161	0
psrr1	slr1451	0.53161	0
isar1	slr1047	0.5316	0
isar1	slr0575	0.53156	0
isar1	sll1973	0.53155	0
isar1	slr0395	0.53154	0
isar1	slr0590	0.53152	0
psrr1	sll1064	0.53152	0
isar1	sll1568	0.5315	0
isar1	slr0804	0.53149	0
isar1	slr0864	0.53147	0
psrr1	sll1495	0.53141	0
isar1	sll0262	0.5314	0
isar1	slr2010	0.53135	0
psrr1	sll0480	0.53135	0
psrr1	slr0110	0.53135	0
isar1	ssr2078	0.53131	0
isar1	sll0310	0.5313	0
psrr1	sll0839	0.5313	0
isar1	sll1262	0.53129	0
isar1	sll0521	0.53128	0
psrr1	slr0447	0.53128	0
psrr1	slr0923	0.53128	0
psrr1	sll1945	0.53127	0
isar1	sll1025	0.53126	0
isar1	slr0886	0.53126	0
psrr1	sll0149	0.53126	0
isar1	slr1869	0.53125	0
psrr1	slr1216	0.53125	0
isar1	slr0789	0.53123	0
isar1	slr0947	0.53123	0
isar1	slr1391	0.53123	0
psrr1	slr1142	0.53121	0
psrr1	sll0318	0.53119	0
psrr1	sll0478	0.53119	0
psrr1	slr0966	0.53117	0
isar1	slr1301	0.53115	0
isar1	slr0096	0.53114	0
isar1	sll0843	0.53109	0
isar1	sml0007	0.53102	0
psrr1	slr0386	0.53102	0
psrr1	slr1204	0.53101	0
isar1	slr2076	0.531	0
isar1	slr1311	0.53097	0
psrr1	sll1479	0.53097	0
isar1	slr0080	0.53094	0
psrr1	slr0543	0.53092	0
psrr1	sll0250	0.53088	0
psrr1	slr1259	0.53086	0
psrr1	slr0500	0.53084	0
isar1	slr1783	0.53082	0
psrr1	slr0757	0.53081	0
isar1	sll0749	0.53078	0
isar1	slr0521	0.53077	0
psrr1	sll0018	0.53077	0
isar1	sll0621	0.53075	0
isar1	slr2075	0.53075	0
isar1	sll1698	0.53074	0
isar1	slr0829	0.53073	0
isar1	slr0680	0.53072	0
isar1	slr0953	0.53072	0
psrr1	sll0786	0.53071	0
psrr1	sll0703	0.5307	0
isar1	slr2120	0.53067	0
isar1	slr1604	0.53059	0
isar1	sll1237	0.53053	0
isar1	slr1508	0.53051	0
isar1	slr1651	0.53051	0
isar1	slr1390	0.53049	0
psrr1	slr1039	0.53049	0
isar1	sll1371	0.53048	0
isar1	ssr1155	0.53046	0
isar1	ssr2318	0.53045	0
psrr1	sll1499	0.53045	0
isar1	slr1911	0.53042	0
isar1	slr0060	0.53041	0
isar1	sll1933	0.53039	0
isar1	slr1406	0.53036	0
psrr1	ssr2848	0.53034	0
psrr1	slr0008	0.53032	0
psrr1	sll1549	0.53031	0
isar1	slr1254	0.5303	0
isar1	sll1353	0.53028	0
isar1	sll1951	0.53025	0
isar1	ssl0461	0.53024	0
psrr1	ssl0410	0.53023	0
psrr1	sll1206	0.53022	0
psrr1	sll1546	0.53022	0
isar1	sll1867	0.53021	0
isar1	ssl3445	0.5302	0
psrr1	slr0992	0.53017	0
psrr1	sll1098	0.53013	0
psrr1	slr0452	0.53008	0
isar1	slr0240	0.53007	0
isar1	slr0862	0.53007	0
isar1	slr0867	0.53005	0
isar1	sll0933	0.53	0
isar1	slr0923	0.52999	0
isar1	slr1025	0.52999	0
isar1	ssr1425	0.52998	0
psrr1	sll0297	0.52997	0
isar1	sll0985	0.52996	0
isar1	sll1471	0.52994	0
psrr1	slr0453	0.52992	0
isar1	slr0082	0.52991	0
psrr1	sll1433	0.52991	0
isar1	slr1971	0.52989	0
isar1	slr1601	0.52988	0
psrr1	slr0195	0.52987	0
psrr1	ssr2549	0.52987	0
isar1	sll0171	0.52985	0
isar1	slr1417	0.52985	0
isar1	slr2011	0.52983	0
isar1	sll1005	0.52982	0
isar1	slr0209	0.52982	0
isar1	slr0909	0.52982	0
isar1	slr0088	0.52981	0
psrr1	sll0096	0.5298	0
isar1	sll1614	0.52975	0
isar1	sll1733	0.52965	0
psrr1	slr0213	0.52965	0
isar1	sll0414	0.5296	0
isar1	slr0007	0.52958	0
isar1	sll1185	0.52957	0
psrr1	sll1669	0.52956	0
isar1	sll1315	0.52955	0
psrr1	slr0605	0.52953	0
isar1	ssl1533	0.52949	0
isar1	slr1166	0.52947	0
isar1	slr0001	0.52946	0
isar1	slr1163	0.52945	0
psrr1	slr1851	0.52945	0
isar1	slr0316	0.5294	0
psrr1	sll1318	0.52939	0
psrr1	slr2099	0.52937	0
isar1	sll0396	0.52936	0
isar1	slr0006	0.52935	0
isar1	slr1043	0.52935	0
psrr1	sll1957	0.52931	0
psrr1	sll0679	0.5293	0
isar1	sll1845	0.52928	0
isar1	slr1762	0.52927	0
isar1	ssl2717	0.52924	0
psrr1	slr0493	0.52924	0
isar1	slr0458	0.52923	0
psrr1	slr2049	0.52922	0
isar1	sll1573	0.52921	0
isar1	slr1933	0.52921	0
psrr1	sll1987	0.52919	0
psrr1	sll1833	0.52918	0
isar1	slr2114	0.52917	0
psrr1	slr1236	0.52917	0
isar1	slr1298	0.52916	0
isar1	sll0761	0.52913	0
isar1	slr2088	0.5291	0
isar1	sll1511	0.52907	0
psrr1	slr0217	0.52905	0
isar1	sll1094	0.52904	0
isar1	sll1483	0.52904	0
isar1	slr1263	0.52904	0
isar1	ssl2615	0.52901	0
isar1	slr2083	0.52899	0
psrr1	sll1921	0.52898	0
isar1	slr0977	0.52896	0
isar1	sll0712	0.52895	0
isar1	sll0099	0.52893	0
psrr1	slr1549	0.52892	0
isar1	slr2032	0.5289	0
isar1	slr0476	0.52888	0
isar1	ssr1789	0.52886	0
isar1	sll0814	0.52885	0
isar1	sll0553	0.52884	0
psrr1	slr1234	0.52884	0
isar1	slr2092	0.52879	0
isar1	ssr2711	0.52878	0
psrr1	slr0808	0.52877	0
isar1	slr0152	0.52876	0
isar1	ssr1038	0.52868	0
isar1	ssr2551	0.52867	0
isar1	slr1838	0.52865	0
psrr1	slr0546	0.52861	0
psrr1	slr1179	0.52861	0
isar1	slr1899	0.5286	0
psrr1	slr0342	0.5286	0
isar1	ssr3000	0.52853	0
psrr1	sll0167	0.52853	0
isar1	slr2097	0.52851	0
psrr1	slr1538	0.52849	0
psrr1	sll1521	0.52847	0
isar1	slr2007	0.52845	0
isar1	slr2033	0.52843	0
isar1	slr0041	0.52842	0
isar1	slr0195	0.52842	0
psrr1	sll0473	0.52842	0
isar1	sll0293	0.5284	0
isar1	slr2095	0.52835	0
isar1	slr1665	0.52833	0
isar1	slr0373	0.52832	0
isar1	slr0743a	0.52832	0
psrr1	slr1510	0.52829	0
psrr1	slr1336	0.52827	0
isar1	slr0553	0.52825	0
psrr1	slr1275	0.52824	0
psrr1	sll0842	0.52822	0
psrr1	slr0358	0.52818	0
isar1	slr0519	0.52817	0
isar1	sll1291	0.52816	0
psrr1	sll1289	0.52814	0
isar1	sll1743	0.52813	0
isar1	sll0024	0.52809	0
psrr1	slr1052	0.52809	0
psrr1	slr0723	0.52808	0
isar1	slr1609	0.52804	0
isar1	ssl1378	0.52804	0
psrr1	slr0489	0.52803	0
psrr1	slr0637	0.52801	0
psrr1	sll1143	0.52798	0
psrr1	slr1498	0.52794	0
isar1	slr0146	0.52793	0
isar1	sll1870	0.52792	0
isar1	sll1384	0.52791	0
isar1	sll1386	0.52789	0
psrr1	sll0877	0.52789	0
psrr1	sll1299	0.52784	0
isar1	ssr2049	0.52782	0
psrr1	sll0418	0.52782	0
psrr1	slr0427	0.52782	0
psrr1	sll1910	0.52781	0
psrr1	slr1687	0.5278	0
psrr1	slr2144	0.52779	0
psrr1	sll1392	0.52777	0
psrr1	sll1675	0.52775	0
isar1	slr2008	0.52773	0
psrr1	slr1429	0.52773	0
isar1	sll0865	0.52772	0
isar1	slr1261	0.52772	0
psrr1	sll1515	0.52771	0
isar1	slr1182	0.52769	0
isar1	sll1723	0.52768	0
isar1	sll0080	0.52766	0
psrr1	sll1802	0.52766	0
isar1	slr1773	0.52764	0
isar1	slr1931	0.52761	0
psrr1	sll1799	0.52761	0
isar1	slr0280	0.5276	0
isar1	slr1369	0.5276	0
psrr1	slr0581	0.52759	0
isar1	sll1526	0.52757	0
isar1	sll1127	0.52756	0
isar1	slr0509	0.52754	0
psrr1	sll0817	0.52752	0
isar1	ssr3304	0.52747	0
psrr1	slr0836	0.52745	0
isar1	slr0820	0.52743	0
psrr1	slr1478	0.52742	0
psrr1	sll0380	0.52739	0
isar1	slr0498	0.52736	0
psrr1	sll1106	0.52736	0
isar1	slr0056	0.52735	0
isar1	slr1052	0.52735	0
psrr1	sll0542	0.52732	0
isar1	slr2119	0.52731	0
isar1	sll0644	0.5273	0
isar1	slr0681	0.52728	0
isar1	sll0647	0.52727	0
isar1	sll0696	0.52725	0
isar1	slr0989	0.52722	0
psrr1	slr1503	0.52721	0
psrr1	slr1670	0.52717	0
isar1	sll1109	0.52714	0
psrr1	slr0877	0.52711	0
isar1	sll1954	0.5271	0
isar1	slr1079	0.5271	0
isar1	slr1278	0.5271	0
isar1	slr1505	0.5271	0
isar1	slr2103	0.52705	0
isar1	slr1896	0.52704	0
isar1	slr1807	0.52701	0
psrr1	slr1791	0.527	0
psrr1	sll1172	0.52699	0
isar1	slr2078	0.52698	0
psrr1	slr1424	0.52697	0
psrr1	sll1470	0.52696	0
psrr1	slr1910	0.52696	0
isar1	sll1876	0.52694	0
psrr1	slr2141	0.52694	0
isar1	sll1035	0.52693	0
psrr1	slr1106	0.52691	0
psrr1	slr1756	0.52691	0
isar1	slr0579	0.5269	0
psrr1	sll0564	0.52689	0
isar1	sll1537	0.52688	0
isar1	sll1783	0.52685	0
psrr1	slr1276	0.52684	0
psrr1	slr1377	0.52683	0
isar1	slr0233	0.52681	0
isar1	slr0331	0.52681	0
psrr1	slr0492	0.52679	0
isar1	slr0967	0.52678	0
isar1	slr0728	0.52677	0
isar1	sll0477	0.52676	0
psrr1	sll1570	0.52675	0
isar1	sll0329	0.52669	0
psrr1	slr2015	0.52668	0
isar1	slr1924	0.52666	0
isar1	sll1273	0.52665	0
psrr1	sll0593	0.52665	0
psrr1	sll1054	0.52665	0
isar1	sll1306	0.52663	0
isar1	slr0980	0.52657	0
psrr1	slr1737	0.52657	0
isar1	slr0588	0.52656	0
isar1	slr1542	0.52655	0
isar1	slr1935	0.52655	0
psrr1	sll1290	0.52655	0
psrr1	sll0631	0.52653	0
psrr1	sll0996	0.5265	0
isar1	sll1926	0.52649	0
psrr1	slr1945	0.52648	0
psrr1	sll0038	0.52647	0
isar1	sll1906	0.52646	0
psrr1	slr2019	0.52646	0
isar1	ssr2060	0.52644	0
isar1	sll1254	0.52643	0
isar1	ssr3402	0.52642	0
psrr1	ssr2049	0.52641	0
isar1	sll1715	0.5264	0
psrr1	sll1365	0.5264	0
psrr1	slr0633	0.52638	0
psrr1	sll0294	0.52635	0
psrr1	sll0654	0.52635	0
psrr1	slr1438	0.52635	0
isar1	sll0185	0.52634	0
isar1	sll0681	0.52633	0
psrr1	slr0293	0.52633	0
psrr1	slr0965	0.52631	0
isar1	sll0721	0.52629	0
psrr1	slr1413	0.52629	0
isar1	slr2005	0.52628	0
isar1	ssr1766	0.52628	0
psrr1	sll0688	0.52628	0
psrr1	slr1958	0.52621	0
psrr1	sll2015	0.52616	0
psrr1	slr2135	0.52616	0
psrr1	sll1663	0.52613	0
psrr1	slr1570	0.52609	0
isar1	slr1552	0.52608	0
psrr1	slr0033	0.52601	0
isar1	slr2023	0.52599	0
psrr1	sll0226	0.52599	0
isar1	slr1964	0.52594	0
isar1	slr0270	0.52592	0
psrr1	slr1128	0.52592	0
psrr1	sll1291	0.5259	0
psrr1	slr0513	0.52588	0
psrr1	slr1885	0.52587	0
psrr1	sll1306	0.52584	0
isar1	sll1832	0.52581	0
isar1	slr0103	0.52581	0
psrr1	ssl1922	0.52576	0
isar1	slr0924	0.52575	0
isar1	slr2003	0.5257	0
isar1	sll1679	0.52569	0
psrr1	sll0228	0.52568	0
isar1	sll0525	0.52566	0
isar1	sll0227	0.52564	0
psrr1	sll0443	0.5256	0
isar1	sll1739	0.52559	0
isar1	sll0055	0.52557	0
psrr1	ssr2130	0.52556	0
isar1	sll0301	0.52554	0
isar1	sll0982	0.52554	0
isar1	slr0304	0.52553	0
isar1	slr1852	0.52553	0
psrr1	sll1813	0.52553	0
psrr1	slr0651	0.52551	0
psrr1	sll0848	0.5255	0
psrr1	sll1501	0.52549	0
psrr1	sll0268	0.52547	0
isar1	slr1267	0.52546	0
isar1	slr1317	0.52546	0
psrr1	sll0184	0.52546	0
isar1	sll1023	0.52537	0
psrr1	slr0517	0.52535	0
psrr1	sll0405	0.52534	0
isar1	slr0179	0.52532	0
psrr1	sll0898	0.52526	0
isar1	slr0650	0.52525	0
psrr1	slr1124	0.52525	0
psrr1	sll1124	0.52524	0
isar1	sll0188	0.52523	0
isar1	slr1692	0.52523	0
psrr1	slr0721	0.52523	0
psrr1	slr1400	0.52523	0
isar1	slr1291	0.52519	0
psrr1	sll0055	0.52518	0
psrr1	slr1187	0.52515	0
psrr1	slr1641	0.52513	0
psrr1	sll1538	0.5251	0
isar1	ssr2009	0.52509	0
isar1	sll0736	0.52508	0
isar1	sll0851	0.52506	0
isar1	sll1875	0.52501	0
isar1	slr0955	0.525	0
isar1	slr1728	0.52499	0
isar1	ssr2848	0.52498	0
psrr1	sll1682	0.52497	0
psrr1	slr1253	0.52495	0
psrr1	slr1746	0.52495	0
psrr1	sll1749	0.52494	0
psrr1	slr1306	0.52493	0
isar1	slr1212	0.52491	0
psrr1	sll0356	0.52485	0
psrr1	slr0199	0.52481	0
isar1	sll0065	0.5248	0
isar1	sll0733	0.5248	0
isar1	ssl0546	0.52479	0
psrr1	slr0982	0.52477	0
isar1	sll0648	0.52476	0
isar1	slr1188	0.52474	0
isar1	sll1916	0.52473	0
psrr1	sll0296	0.52471	0
psrr1	sll1056	0.52471	0
isar1	sll0529	0.5247	0
psrr1	sll1463	0.52467	0
psrr1	slr0196	0.52467	0
isar1	ssl2598	0.52466	0
psrr1	slr1254	0.52466	0
psrr1	slr0864	0.52462	0
psrr1	ssr0109	0.52461	0
psrr1	slr2076	0.5246	0
isar1	sll0361	0.52455	0
psrr1	slr0254	0.52455	0
psrr1	slr1226	0.52455	0
isar1	slr0311	0.52454	0
isar1	sll1605	0.52452	0
isar1	ssl1690	0.52452	0
isar1	sll1188	0.52451	0
psrr1	slr0482	0.52448	0
psrr1	sll0626	0.52439	0
psrr1	slr2073	0.52432	0
isar1	sll1003	0.52425	0
psrr1	slr1197	0.52425	0
psrr1	sll1960	0.52423	0
isar1	ssl1326	0.52414	0
psrr1	slr0650	0.52412	0
psrr1	sll2008	0.52407	0
psrr1	slr1484	0.52407	0
psrr1	sll0107	0.52405	0
isar1	sll1305	0.52404	0
psrr1	sll1004	0.52402	0
psrr1	sll0266	0.52398	0
isar1	slr1437	0.52394	0
psrr1	sll0068	0.52394	0
psrr1	ssl3335	0.52393	0
