sRNA	mRNA	IntaRNA_Score	Class
psrr1	sll1476	0.59304	0
psrr1	slr2007	0.59304	0
isar1	sll1865	0.59167	0
isar1	slr0317	0.59167	0
isar1	slr0427	0.59167	0
isar1	slr1739	0.59167	0
isar1	slr2082	0.59167	0
psrr1	sll0834	0.59167	0
psrr1	sll1870	0.59167	0
psrr1	slr0096	0.59167	0
psrr1	slr1925	0.59167	0
isar1	sll0641	0.5903	0
isar1	sll1386	0.5903	0
isar1	slr0581	0.5903	0
isar1	slr1324	0.5903	0
isar1	slr2038	0.5903	0
psrr1	sll0283	0.5903	0
psrr1	sll0480	0.5903	0
psrr1	sll1024	0.5903	0
psrr1	sll1854	0.5903	0
psrr1	slr0031	0.5903	0
psrr1	slr1034	0.5903	0
psrr1	ssr1041	0.5903	0
psrr1	ssr2998	0.5903	0
isar1	sll1615	0.58892	0
isar1	sll1624	0.58892	0
isar1	slr0115	0.58892	0
isar1	slr0722	0.58892	0
isar1	slr1176	0.58892	0
isar1	slr1200	0.58892	0
isar1	slr1317	0.58892	0
isar1	slr2117	0.58892	0
psrr1	sll0691	0.58892	0
psrr1	sll1463	0.58892	0
psrr1	slr0937	0.58892	0
isar1	sll0192	0.58755	0
isar1	sll0818	0.58755	0
isar1	slr0728	0.58755	0
isar1	slr2008	0.58755	0
psrr1	sll0294	0.58755	0
psrr1	sll1314	0.58755	0
psrr1	slr1302	0.58755	0
psrr1	ssl1326	0.58755	0
isar1	sll1059	0.58617	0
isar1	slr1843	0.58617	0
psrr1	sll0404	0.58617	0
psrr1	sll0486	0.58617	0
psrr1	sll0501	0.58617	0
psrr1	sll1165	0.58617	0
psrr1	sll1760	0.58617	0
psrr1	slr0427	0.58617	0
psrr1	slr0907	0.58617	0
psrr1	slr1256	0.58617	0
psrr1	slr1391	0.58617	0
psrr1	slr1588	0.58617	0
psrr1	slr1703	0.58617	0
psrr1	slr1834	0.58617	0
isar1	sll0262	0.58479	0
isar1	sll0617	0.58479	0
isar1	sll0784	0.58479	0
isar1	sll1592	0.58479	0
isar1	slr0393	0.58479	0
isar1	slr0521	0.58479	0
isar1	slr1216	0.58479	0
psrr1	sll0494	0.58479	0
psrr1	sll1271	0.58479	0
psrr1	sll1660	0.58479	0
psrr1	sll1812	0.58479	0
psrr1	slr1102	0.58479	0
psrr1	slr1839	0.58479	0
isar1	sll0406	0.5834	0
isar1	sll1231	0.5834	0
isar1	sll1384	0.5834	0
isar1	sll1393	0.5834	0
isar1	slr0838	0.5834	0
psrr1	sll1595	0.5834	0
psrr1	slr0238	0.5834	0
isar1	sll0913	0.58202	0
isar1	slr0710	0.58202	0
isar1	slr1656	0.58202	0
psrr1	sll0172	0.58202	0
psrr1	sll0355	0.58202	0
psrr1	sll0555	0.58202	0
psrr1	sll1270	0.58202	0
psrr1	slr0315	0.58202	0
psrr1	slr0786	0.58202	0
psrr1	slr1161	0.58202	0
psrr1	slr1226	0.58202	0
psrr1	slr1524	0.58202	0
isar1	sll1916	0.58063	0
isar1	slr1862	0.58063	0
psrr1	slr0436	0.58063	0
psrr1	slr0543	0.58063	0
psrr1	slr0609	0.58063	0
psrr1	slr1223	0.58063	0
psrr1	slr2026	0.58063	0
isar1	sll0207	0.57924	0
isar1	sll0449	0.57924	0
isar1	sll0732	0.57924	0
isar1	sll0807	0.57924	0
isar1	slr1552	0.57924	0
psrr1	sll0288	0.57924	0
psrr1	sll0381	0.57924	0
psrr1	sll0496	0.57924	0
psrr1	sll1372	0.57924	0
psrr1	slr0210	0.57924	0
psrr1	slr0404	0.57924	0
psrr1	slr1205	0.57924	0
isar1	sll1052	0.57785	0
isar1	sll1439	0.57785	0
isar1	slr0260	0.57785	0
isar1	slr0378	0.57785	0
isar1	slr0488	0.57785	0
isar1	slr0712	0.57785	0
isar1	slr1468	0.57785	0
isar1	slr1673	0.57785	0
isar1	slr2011	0.57785	0
psrr1	sll0473	0.57785	0
psrr1	sll1390	0.57785	0
psrr1	sll2014	0.57785	0
psrr1	slr0630	0.57785	0
psrr1	slr1164	0.57785	0
psrr1	slr2124	0.57785	0
isar1	ssl0511	0.57646	0
psrr1	sll0436	0.57646	0
psrr1	slr0969	0.57646	0
psrr1	slr2031	0.57646	0
isar1	sll0708	0.57506	0
isar1	slr0765	0.57506	0
isar1	slr2025	0.57506	0
psrr1	sll0597	0.57506	0
psrr1	sll1074	0.57506	0
psrr1	sll1213	0.57506	0
psrr1	slr0377	0.57506	0
psrr1	slr0541	0.57506	0
psrr1	slr1942	0.57506	0
psrr1	slr2053	0.57506	0
isar1	sll0225	0.57367	0
isar1	sll1760	0.57367	0
isar1	slr0686	0.57367	0
isar1	slr0902	0.57367	0
isar1	slr1048	0.57367	0
psrr1	sll1286	0.57367	0
psrr1	sll1967	0.57367	0
psrr1	slr0360	0.57367	0
psrr1	slr0885	0.57367	0
psrr1	slr1597	0.57367	0
psrr1	slr1747	0.57367	0
psrr1	slr2003	0.57367	0
isar1	sll0204	0.57227	0
isar1	sll1270	0.57227	0
isar1	slr0453	0.57227	0
isar1	slr0625	0.57227	0
isar1	slr0697	0.57227	0
isar1	slr1165	0.57227	0
isar1	ssr0330	0.57227	0
psrr1	sll0757	0.57227	0
psrr1	sll0980	0.57227	0
psrr1	slr0050	0.57227	0
psrr1	slr0108	0.57227	0
psrr1	slr0420	0.57227	0
psrr1	slr1210	0.57227	0
psrr1	slr2032	0.57227	0
isar1	sll0070	0.57087	0
isar1	sll1496	0.57087	0
isar1	slr0680	0.57087	0
isar1	slr0886	0.57087	0
psrr1	sll0280	0.57087	0
psrr1	slr0605	0.57087	0
psrr1	slr1543	0.57087	0
psrr1	ssr0256	0.57087	0
isar1	sll0602	0.56947	0
isar1	sll1096	0.56947	0
isar1	sll1683	0.56947	0
isar1	slr1288	0.56947	0
isar1	slr1897	0.56947	0
psrr1	sll0507	0.56947	0
psrr1	sll1897	0.56947	0
psrr1	slr0250	0.56947	0
psrr1	slr0477	0.56947	0
psrr1	slr0483	0.56947	0
psrr1	slr0488	0.56947	0
psrr1	slr1590	0.56947	0
psrr1	ssr1169	0.56947	0
psrr1	ssr2699	0.56947	0
isar1	sll0033	0.56806	0
isar1	sll0537	0.56806	0
isar1	slr0854	0.56806	0
isar1	slr2077	0.56806	0
psrr1	sll0189	0.56806	0
psrr1	sll0249	0.56806	0
psrr1	sll0447	0.56806	0
psrr1	sll0550	0.56806	0
psrr1	sll0683	0.56806	0
psrr1	sll0934	0.56806	0
psrr1	sll1154	0.56806	0
psrr1	slr0172	0.56806	0
psrr1	slr0329	0.56806	0
psrr1	slr0549	0.56806	0
isar1	sll0681	0.56666	0
isar1	slr0288	0.56666	0
isar1	slr0344	0.56666	0
isar1	slr0796	0.56666	0
isar1	slr0974	0.56666	0
isar1	slr1410	0.56666	0
isar1	slr1612	0.56666	0
psrr1	sll0853	0.56666	0
psrr1	sll1755	0.56666	0
psrr1	slr1094	0.56666	0
psrr1	slr1478	0.56666	0
isar1	sll0253	0.56525	0
psrr1	sll1427	0.56525	0
psrr1	slr0439	0.56525	0
psrr1	slr0697	0.56525	0
psrr1	slr1491	0.56525	0
isar1	sll0191	0.56384	0
isar1	slr0064	0.56384	0
isar1	slr0093	0.56384	0
isar1	slr0637	0.56384	0
isar1	slr0657	0.56384	0
isar1	slr1305	0.56384	0
isar1	slr1744	0.56384	0
isar1	slr1983	0.56384	0
isar1	ssr2998	0.56384	0
psrr1	sll0816	0.56384	0
psrr1	slr1559	0.56384	0
psrr1	slr1866	0.56384	0
isar1	sll0202	0.56243	0
isar1	sll1879	0.56243	0
isar1	slr0592	0.56243	0
isar1	slr1052	0.56243	0
psrr1	sll0686	0.56243	0
psrr1	sll0813	0.56243	0
psrr1	sll1033	0.56243	0
psrr1	sll1186	0.56243	0
psrr1	sll1193	0.56243	0
psrr1	slr0008	0.56243	0
psrr1	slr1783	0.56243	0
psrr1	slr1855	0.56243	0
isar1	sll1002	0.56102	0
isar1	sll1157	0.56102	0
psrr1	sll1251	0.56102	0
psrr1	slr2074	0.56102	0
isar1	slr1095	0.55961	0
isar1	slr1485	0.55961	0
isar1	slr1799	0.55961	0
psrr1	slr1368	0.55961	0
psrr1	slr1653	0.55961	0
psrr1	slr1857	0.55961	0
isar1	sll1869	0.55819	0
isar1	slr2005	0.55819	0
psrr1	sll1118	0.55819	0
psrr1	slr0635	0.55819	0
psrr1	slr0912	0.55819	0
isar1	sll1003	0.55677	0
isar1	slr0264	0.55677	0
isar1	slr0326	0.55677	0
isar1	ssr1398	0.55677	0
psrr1	sll0184	0.55677	0
psrr1	sll0631	0.55677	0
psrr1	sll1553	0.55677	0
psrr1	slr0676	0.55677	0
psrr1	slr1731	0.55677	0
isar1	sll0926	0.55535	0
isar1	slr0042	0.55535	0
isar1	slr1899	0.55535	0
psrr1	sll1389	0.55535	0
psrr1	sll1950	0.55535	0
psrr1	slr0443	0.55535	0
psrr1	slr1275	0.55535	0
isar1	sll0241	0.55393	0
isar1	slr0474	0.55393	0
isar1	slr0557	0.55393	0
isar1	slr1531	0.55393	0
isar1	slr1963	0.55393	0
psrr1	sll0361	0.55393	0
psrr1	slr1043	0.55393	0
psrr1	slr1317	0.55393	0
psrr1	slr1385	0.55393	0
psrr1	slr1510	0.55393	0
isar1	sll0099	0.55251	0
isar1	sll1561	0.55251	0
isar1	sll1673	0.55251	0
isar1	slr0404	0.55251	0
isar1	slr1950	0.55251	0
psrr1	sll0762	0.55251	0
psrr1	sll0928	0.55251	0
psrr1	slr0487	0.55251	0
psrr1	slr2013	0.55251	0
isar1	sll0177	0.55108	0
isar1	sll0223	0.55108	0
isar1	sll0396	0.55108	0
isar1	sll0865	0.55108	0
isar1	slr0311	0.55108	0
isar1	slr0395	0.55108	0
isar1	slr1135	0.55108	0
isar1	slr2103	0.55108	0
isar1	ssr1720	0.55108	0
psrr1	sll1097	0.55108	0
psrr1	sll1329	0.55108	0
psrr1	sll1447	0.55108	0
psrr1	slr1265	0.55108	0
isar1	slr0321	0.54966	0
psrr1	sll0360	0.54966	0
psrr1	sll1697	0.54966	0
psrr1	slr0104	0.54966	0
psrr1	slr0357	0.54966	0
psrr1	slr0552	0.54966	0
psrr1	slr1183	0.54966	0
isar1	sll0284	0.54823	0
isar1	sll0704	0.54823	1
isar1	sll1488	0.54823	0
isar1	slr0195	0.54823	0
isar1	slr0214	0.54823	0
isar1	slr0818	0.54823	0
psrr1	sll0265	0.54823	0
psrr1	sll0398	0.54823	0
psrr1	slr1277	0.54823	0
psrr1	slr1622	0.54823	0
psrr1	ssl3441	0.54823	0
psrr1	ssr3451	0.54823	0
isar1	sll0798	0.5468	0
isar1	sll1367	0.5468	0
isar1	sll1864	0.5468	0
isar1	slr1437	0.5468	0
isar1	slr1661	0.5468	0
psrr1	sll1528	0.5468	0
psrr1	sll1752	0.5468	0
psrr1	slr0194	0.5468	0
psrr1	slr0772	0.5468	0
psrr1	slr2051	0.5468	0
isar1	sll1372	0.54537	0
isar1	sll1399	0.54537	0
psrr1	slr0846	0.54537	0
psrr1	ssr2912	0.54537	0
isar1	sll0286	0.54394	0
isar1	slr1478	0.54394	0
psrr1	sll0223	0.54394	0
psrr1	sll0306	0.54394	0
psrr1	sll1367	0.54394	0
psrr1	sll1570	0.54394	0
psrr1	sll1688	0.54394	0
psrr1	slr0861	0.54394	0
psrr1	slr1438	0.54394	0
isar1	sll0995	0.54251	0
isar1	sll1495	0.54251	0
isar1	slr0925	0.54251	0
psrr1	sll0238	0.54251	0
psrr1	sll1268	0.54251	0
psrr1	slr0348	0.54251	0
psrr1	slr1130	0.54251	0
psrr1	slr1919	0.54251	0
isar1	sll0242	0.54107	0
isar1	slr0329	0.54107	0
isar1	slr1267	0.54107	0
isar1	slr1610	0.54107	0
psrr1	sll1538	0.54107	0
psrr1	slr0144	0.54107	0
psrr1	slr0780	0.54107	0
psrr1	slr1243	0.54107	0
psrr1	slr1742	0.54107	0
psrr1	slr1844	0.54107	0
psrr1	slr2070	0.54107	0
psrr1	slr2083	0.54107	0
isar1	sll1061	0.53963	0
isar1	sll1911	0.53963	0
isar1	slr0314	0.53963	0
isar1	slr1566	0.53963	0
isar1	slr1857	0.53963	0
psrr1	sll0254	0.53963	0
psrr1	sll1169	0.53963	0
psrr1	sll1500	0.53963	0
psrr1	slr1377	0.53963	0
psrr1	ssl0410	0.53963	0
isar1	sll0154	0.5382	0
isar1	sll1457	0.5382	0
isar1	slr1367	0.5382	0
psrr1	slr0994	0.5382	0
isar1	sll0273	0.53676	0
isar1	sll1189	0.53676	0
isar1	sll1606	0.53676	0
psrr1	sll0273	0.53676	0
psrr1	sll1081	0.53676	0
psrr1	sll1342	0.53676	0
psrr1	sll1344	0.53676	0
psrr1	slr0971	0.53676	0
psrr1	slr1684	0.53676	0
psrr1	slr1687	0.53676	0
psrr1	ssl2162	0.53676	0
psrr1	ssl3451	0.53676	0
isar1	sll0679	0.53531	0
isar1	slr0252	0.53531	0
psrr1	sll0867	0.53531	0
psrr1	sll1084	0.53531	0
psrr1	sll1396	0.53531	0
psrr1	slr0011	0.53531	0
psrr1	slr1583	0.53531	0
psrr1	slr1676	0.53531	0
psrr1	slr1807	0.53531	0
psrr1	ssl1277	0.53531	0
isar1	sll0318	0.53387	0
isar1	slr1152	0.53387	0
isar1	slr1814	0.53387	0
isar1	slr2016	0.53387	0
psrr1	sll0085	0.53387	0
psrr1	slr2052	0.53387	0
isar1	sll0148	0.53243	0
isar1	sll0521	0.53243	0
isar1	slr1196	0.53243	0
isar1	slr1283	0.53243	0
isar1	slr2087	0.53243	0
isar1	ssl2922	0.53243	0
isar1	ssr2201	0.53243	0
psrr1	sll0262	0.53243	0
psrr1	sll0688	0.53243	0
psrr1	sll0740	0.53243	0
psrr1	sll1028	0.53243	0
psrr1	sll1181	0.53243	0
psrr1	slr0196	0.53243	0
psrr1	slr0882	0.53243	0
psrr1	slr1760	0.53243	0
isar1	sll0072	0.53098	0
isar1	sll0763	0.53098	0
isar1	sll1752	0.53098	0
isar1	slr1125	0.53098	0
isar1	slr1524	0.53098	0
psrr1	sll0647	0.53098	0
psrr1	sll0830	0.53098	0
psrr1	slr0953	0.53098	0
psrr1	slr2143	0.53098	0
isar1	slr0192	0.52954	0
isar1	slr1085	0.52954	0
isar1	slr1185	0.52954	0
isar1	slr1199	0.52954	0
isar1	slr2076	0.52954	0
psrr1	sll0617	0.52954	0
psrr1	sll0756	0.52954	0
psrr1	sll1164	0.52954	0
psrr1	slr0086	0.52954	0
psrr1	slr0642	0.52954	0
psrr1	slr1655	0.52954	1
psrr1	slr1983	0.52954	0
isar1	sll0016	0.52809	0
isar1	sll1004	0.52809	0
isar1	sll1893	0.52809	0
isar1	sll2008	0.52809	0
isar1	slr1279	0.52809	0
isar1	slr1737	0.52809	0
psrr1	sll0478	0.52809	0
psrr1	sll0657	0.52809	0
psrr1	sll1641	0.52809	0
psrr1	slr0394	0.52809	0
psrr1	slr1534	0.52809	0
psrr1	slr1600	0.52809	0
psrr1	slr1888	0.52809	0
isar1	sll0467	0.52664	0
isar1	sll0645	0.52664	0
isar1	sll1299	0.52664	0
isar1	slr0596	0.52664	0
isar1	slr1600	0.52664	0
isar1	slr1755	0.52664	0
isar1	slr1875	0.52664	0
psrr1	sll0982	0.52664	0
psrr1	sll1217	0.52664	0
psrr1	slr0833	0.52664	0
psrr1	slr1128	0.52664	0
psrr1	ssl3044	0.52664	0
isar1	sll0098	0.52519	0
isar1	sll0680	0.52519	0
isar1	slr0742	0.52519	0
psrr1	sll0082	0.52519	0
psrr1	sll0837	0.52519	0
psrr1	slr0103	0.52519	0
psrr1	slr1719	0.52519	0
psrr1	ssl1792	0.52519	0
psrr1	ssl3127	0.52519	0
isar1	slr0435	0.52374	0
isar1	slr0779	0.52374	0
isar1	slr0949	0.52374	0
isar1	slr1020	0.52374	0
isar1	slr1134	0.52374	0
psrr1	slr0875	0.52374	0
psrr1	slr0923	0.52374	0
psrr1	slr1870	0.52374	0
isar1	sll0327	0.52228	0
isar1	sll1192	0.52228	0
isar1	sll1736	0.52228	0
isar1	slr0358	0.52228	0
isar1	slr1306	0.52228	0
isar1	slr1362	0.52228	0
psrr1	sll1104	0.52228	0
psrr1	slr0900	0.52228	0
psrr1	slr1628	0.52228	0
psrr1	slr1962	0.52228	0
isar1	sll1601	0.52083	0
isar1	sll1774	0.52083	0
isar1	sll1776	0.52083	0
isar1	slr0786	0.52083	0
isar1	slr1743	0.52083	0
isar1	slr2002	0.52083	0
psrr1	sll1479	0.52083	0
psrr1	sll1835	0.52083	0
psrr1	sll1875	0.52083	0
psrr1	slr1494	0.52083	0
psrr1	slr1774	0.52083	0
psrr1	slr1795	0.52083	0
isar1	sll1058	0.51937	0
isar1	sll1170	0.51937	0
isar1	sll1181	0.51937	0
isar1	sll1254	0.51937	0
isar1	sll1558	0.51937	0
isar1	slr0863	0.51937	0
isar1	slr0963	0.51937	0
isar1	slr1329	0.51937	0
isar1	ssl1326	0.51937	0
psrr1	sll1469	0.51937	0
psrr1	sll1482	0.51937	0
psrr1	slr0751	0.51937	0
psrr1	slr1182	0.51937	0
psrr1	sll1820	0.51791	0
psrr1	slr1930	0.51791	0
isar1	sll0306	0.51645	0
isar1	sll1329	0.51645	0
isar1	slr0061	0.51645	0
isar1	slr1919	0.51645	0
isar1	ssr2087	0.51645	0
psrr1	sll0053	0.51645	0
psrr1	sll1583	0.51645	0
psrr1	slr1065	0.51645	0
psrr1	slr1410	0.51645	0
psrr1	slr1624	0.51645	0
isar1	sll0481	0.51499	0
isar1	sll1595	0.51499	0
isar1	slr1245	0.51499	0
isar1	ssr3402	0.51499	0
psrr1	sll0839	0.51499	0
psrr1	sll1119	0.51499	0
psrr1	slr0148	0.51499	0
psrr1	slr1204	0.51499	0
psrr1	slr1609	0.51499	0
isar1	sll0726	0.51353	0
isar1	sll1296	0.51353	0
isar1	sll1608	0.51353	0
isar1	slr1510	0.51353	0
isar1	slr1842	0.51353	0
psrr1	sll0681	0.51353	0
psrr1	sll1669	0.51353	0
psrr1	sll1685	0.51353	0
psrr1	sll1895	0.51353	0
psrr1	slr0906	0.51353	0
isar1	sll0409	0.51207	0
isar1	sll0514	0.51207	0
isar1	sll0625	0.51207	0
isar1	sll1070	0.51207	0
isar1	sll1580	0.51207	0
isar1	sll1599	0.51207	0
isar1	sll1634	0.51207	0
isar1	slr0292	0.51207	0
isar1	slr0426	0.51207	0
isar1	slr1146	0.51207	0
isar1	slr1179	0.51207	0
isar1	ssr2554	0.51207	0
psrr1	sll0330	0.51207	0
psrr1	sll1035	0.51207	0
psrr1	sll1188	0.51207	0
psrr1	slr0654	0.51207	0
isar1	sll1286	0.51061	0
isar1	slr0348	0.51061	0
isar1	ssr1114	0.51061	0
isar1	ssr3188	0.51061	0
psrr1	sll0221	0.51061	0
psrr1	sll0258	0.51061	0
psrr1	sll1429	0.51061	0
psrr1	sll1909	0.51061	0
psrr1	slr0162	0.51061	0
psrr1	slr0636	0.51061	0
psrr1	slr1830	0.51061	0
psrr1	ssl0172	0.51061	0
isar1	slr1147	0.50914	0
isar1	slr1277	0.50914	0
psrr1	slr0857	0.50914	0
isar1	sll1249	0.50768	0
isar1	slr2119	0.50768	0
psrr1	sll0410	0.50768	0
psrr1	sll1802	0.50768	0
psrr1	slr1603	0.50768	0
psrr1	slr2122	0.50768	0
isar1	sll0249	0.50621	0
isar1	sll0317	0.50621	0
isar1	sll0712	0.50621	0
isar1	sll0783	0.50621	0
isar1	sll0854	0.50621	0
isar1	sll1968	0.50621	0
isar1	slr1311	0.50621	0
isar1	slr1411	0.50621	0
isar1	slr1546	0.50621	0
isar1	slr1617	0.50621	0
psrr1	sll0671	0.50621	0
psrr1	sll0753	0.50621	0
psrr1	sll0775	0.50621	0
psrr1	sll1039	0.50621	0
psrr1	sll1973	0.50621	0
psrr1	slr0809	0.50621	0
psrr1	slr1856	0.50621	0
isar1	sll1745	0.50474	0
isar1	sll1867	0.50474	0
isar1	slr0070	0.50474	0
isar1	slr0374	0.50474	0
isar1	slr1444	0.50474	0
isar1	slr1846	0.50474	1
psrr1	sll0300	0.50474	0
psrr1	slr0252	0.50474	0
psrr1	slr1106	0.50474	0
psrr1	slr1322	0.50474	0
isar1	sll1477	0.50327	0
isar1	slr0316	0.50327	0
isar1	ssl2615	0.50327	0
psrr1	sll1891	0.50327	0
psrr1	slr0951	0.50327	0
psrr1	slr1116	0.50327	0
psrr1	slr1288	0.50327	0
isar1	sll1890	0.5018	0
isar1	slr1506	0.5018	0
isar1	slr1542	0.5018	0
isar1	ssl3379	0.5018	0
psrr1	sll0541	0.5018	0
psrr1	sll0651	0.5018	0
psrr1	slr0890	0.5018	0
psrr1	slr1075	0.5018	0
isar1	sll0147	0.50033	0
isar1	sll1150	0.50033	0
isar1	sll1358	0.50033	0
isar1	sll1383	0.50033	0
isar1	slr0929	0.50033	0
isar1	slr1377	0.50033	0
isar1	slr1690	0.50033	0
isar1	slr1890	0.50033	0
psrr1	sll0679	0.50033	0
psrr1	sll0808	0.50033	0
psrr1	sll1201	0.50033	0
psrr1	sll1542	0.50033	0
isar1	slr1854	0.49886	0
psrr1	sll0177	0.49886	0
psrr1	sll1533	0.49886	0
psrr1	sll1599	0.49886	0
psrr1	sll1771	0.49886	0
psrr1	slr1451	0.49886	0
psrr1	slr1652	0.49886	0
isar1	sll0027	0.49739	0
isar1	sll1815	0.49739	0
isar1	sll2011	0.49739	0
psrr1	sll0376	0.49739	0
psrr1	sll0615	0.49739	0
psrr1	slr0317	0.49739	0
psrr1	slr0454	0.49739	0
psrr1	slr0664	0.49739	0
psrr1	ssl3291	0.49739	0
isar1	sll0555	0.49591	0
isar1	sll1469	0.49591	0
isar1	sll1578	0.49591	0
psrr1	slr0506	0.49591	0
isar1	sll0830	0.49444	0
isar1	sll1721	0.49444	0
isar1	slr1462	0.49444	0
isar1	slr1641	0.49444	0
psrr1	sll0545	0.49444	0
psrr1	sll0800	0.49444	0
psrr1	sll1196	0.49444	0
psrr1	slr0586	0.49444	0
psrr1	slr0740	0.49444	0
psrr1	slr1174	0.49444	0
psrr1	slr1384	0.49444	0
isar1	sll0142	0.49296	0
isar1	sll0787	0.49296	0
isar1	sll1378	0.49296	0
isar1	sll1511	0.49296	0
isar1	slr0376	0.49296	0
isar1	slr1822	0.49296	0
isar1	slr2088	0.49296	0
psrr1	sll1327	0.49296	0
psrr1	sll1592	0.49296	0
psrr1	slr0546	0.49296	0
psrr1	slr0711	0.49296	0
psrr1	slr1683	0.49296	0
psrr1	ssr2554	0.49296	0
isar1	sll0485	0.49149	0
isar1	sll1142	0.49149	0
isar1	sll2009	0.49149	0
isar1	slr0431	0.49149	0
isar1	slr0751	0.49149	0
isar1	slr1159	0.49149	0
isar1	slr1536	0.49149	0
psrr1	sll0485	0.49149	0
psrr1	sll1150	0.49149	0
psrr1	sll1652	0.49149	0
psrr1	slr0042	0.49149	0
psrr1	slr0208	0.49149	0
psrr1	slr2071	0.49149	0
psrr1	slr2075	0.49149	0
isar1	sll0268	0.49001	0
isar1	sll0934	0.49001	0
isar1	sll0996	0.49001	0
isar1	sll1600	0.49001	0
isar1	slr0168	0.49001	0
isar1	slr0649	0.49001	0
isar1	slr1828	0.49001	0
isar1	slr2074	0.49001	0
isar1	ssr1513	0.49001	0
psrr1	sll0096	0.49001	0
psrr1	sll0377	0.49001	0
psrr1	sll0811	0.49001	0
psrr1	sll1108	0.49001	0
psrr1	slr0059	0.49001	0
psrr1	ssr0871	0.49001	0
isar1	sll0447	0.48853	0
isar1	sll0648	0.48853	0
isar1	sll0727	0.48853	0
isar1	sll1305	0.48853	0
isar1	slr0877	0.48853	0
isar1	slr1087	0.48853	0
isar1	slr2059	0.48853	0
psrr1	sll1757	0.48853	0
isar1	sll0382	0.48705	0
isar1	sll1340	0.48705	0
isar1	sll1418	0.48705	0
isar1	slr0522	0.48705	0
isar1	slr1275	0.48705	0
isar1	slr1809	0.48705	0
psrr1	sll0993	0.48705	0
psrr1	slr0249	0.48705	0
psrr1	slr1168	0.48705	0
psrr1	slr1171	0.48705	0
psrr1	slr2097	0.48705	0
isar1	sll0873	0.48557	0
isar1	slr1067	0.48557	0
isar1	slr1272	0.48557	0
isar1	ssl0452	0.48557	0
psrr1	sll0175	0.48557	0
psrr1	sll0802	0.48557	0
psrr1	sll1541	0.48557	0
psrr1	sll1791	0.48557	0
psrr1	sll2010	0.48557	0
psrr1	slr0528	0.48557	0
psrr1	slr0877	0.48557	0
isar1	sll0378	0.48409	0
isar1	sll0816	0.48409	0
isar1	sll1049	0.48409	0
isar1	sll1800	0.48409	0
isar1	sll1810	0.48409	0
isar1	sll1931	0.48409	0
isar1	slr0862	0.48409	0
isar1	slr0930	0.48409	0
isar1	slr0977	0.48409	0
isar1	slr1220	0.48409	0
isar1	slr1428	0.48409	0
psrr1	sll0479	0.48409	0
psrr1	sll1187	0.48409	0
psrr1	sll1324	0.48409	0
psrr1	sll1888	0.48409	0
psrr1	slr1535	0.48409	0
psrr1	ssl2084	0.48409	0
isar1	slr0001	0.4826	0
isar1	slr0044	0.4826	0
isar1	slr1276	0.4826	0
isar1	slr1722	0.4826	0
psrr1	sll0024	0.4826	0
psrr1	slr0239	0.4826	0
psrr1	slr0244	0.4826	0
psrr1	slr0537	0.4826	0
psrr1	slr0914	0.4826	0
isar1	sll0931	0.48112	0
isar1	slr0006	0.48112	0
isar1	slr0655	0.48112	0
isar1	slr1860	0.48112	0
isar1	slr2046	0.48112	0
isar1	slr2047	0.48112	0
psrr1	sll0055	0.48112	0
psrr1	sll0395	0.48112	0
psrr1	slr0060	0.48112	0
psrr1	slr1025	0.48112	0
psrr1	slr1336	0.48112	0
psrr1	slr2108	0.48112	0
isar1	sll0018	0.47964	0
isar1	slr0207	0.47964	0
isar1	slr0220	0.47964	0
psrr1	sll0467	0.47964	0
psrr1	sll1147	0.47964	0
psrr1	sll1237	0.47964	0
psrr1	sll1291	0.47964	0
psrr1	sll1942	0.47964	0
psrr1	slr1778	0.47964	0
isar1	sll1933	0.47815	0
isar1	slr0965	0.47815	0
isar1	slr1316	0.47815	0
psrr1	sll0010	0.47815	0
psrr1	sll0430	0.47815	0
psrr1	sll0759	0.47815	0
psrr1	sll1498	0.47815	0
psrr1	slr1366	0.47815	0
psrr1	slr1667	0.47815	0
isar1	sll1330	0.47667	0
isar1	slr0546	0.47667	0
isar1	slr1419	0.47667	0
isar1	slr1608	0.47667	0
isar1	slr1999	0.47667	0
psrr1	sll0080	0.47667	0
psrr1	sll1057	0.47667	0
psrr1	sll1231	0.47667	0
psrr1	sll1702	0.47667	0
psrr1	slr0559	0.47667	0
psrr1	slr1505	0.47667	0
isar1	slr0312	0.47518	0
isar1	slr0370	0.47518	0
isar1	slr0815	0.47518	0
psrr1	sll0996	0.47518	0
psrr1	slr0600	0.47518	0
psrr1	slr0825	0.47518	0
psrr1	slr1530	0.47518	0
psrr1	slr1796	0.47518	0
psrr1	slr2088	0.47518	0
isar1	slr0543	0.47369	0
isar1	slr0679	0.47369	0
isar1	slr0839	0.47369	0
isar1	slr1780	0.47369	0
isar1	slr1816	0.47369	0
psrr1	sll0243	0.47369	0
psrr1	sll1192	0.47369	0
psrr1	sll1714	0.47369	0
psrr1	slr1196	0.47369	0
psrr1	slr2077	0.47369	0
psrr1	ssl2923	0.47369	0
isar1	sll0643	0.47221	0
isar1	sll0722	0.47221	0
isar1	slr1629	0.47221	0
psrr1	ssl1918	0.47221	0
isar1	sll1697	0.47072	0
isar1	sll1925	0.47072	0
isar1	slr0240	0.47072	0
isar1	slr1238	0.47072	0
isar1	slr1269	0.47072	0
psrr1	sll0086	0.47072	0
psrr1	sll0698	0.47072	0
psrr1	sll1615	0.47072	0
