sRNA	mRNA	CopraRNA_Score	Class
sgrs	ydat	0.32214	0
ryhb	arna	0.32212	0
spf	ydhi	0.32209	0
rybb	bdca	0.32207	0
micf	caie	0.32206	0
dsra	yeiq	0.32205	0
rpra	eutt	0.32204	0
ryhb	yceo	0.32203	0
rsex	yiis	0.322	0
rybb	ygdd	0.32198	0
rydc	mdtp	0.32195	0
micf	ygin	0.32194	0
micf	proa	0.32186	0
glmz	yber	0.32184	0
rybb	yeih	0.32184	0
sgrs	yqjc	0.32181	0
gcvb	pncc	0.3218	0
rsex	arob	0.3218	0
omra	csda	0.32179	0
omra	cysd	0.32177	0
mcas	yadm	0.32175	0
micf	pgm	0.32172	0
mcas	tsac	0.32171	0
spf	arof	0.32171	0
mica	hemb	0.32166	0
mcas	bcr	0.32163	0
rpra	yfcc	0.32162	0
sgrs	fucp	0.32159	0
gcvb	pdxj	0.32157	0
omrb	yafo	0.32152	0
glmz	blr	0.32151	0
spf	ytfe	0.32143	0
rybb	dcm	0.32141	0
micf	yjce	0.32137	0
mcas	ybat	0.32135	0
rsex	ydci	0.32135	0
micf	uup	0.32132	0
micc	yfgj	0.32128	0
rpra	ybhq	0.3212	0
ryhb	potg	0.3212	0
spf	srlr	0.3212	0
glmz	ybjo	0.32119	0
ryhb	yjcz	0.32115	0
spf	rsxd	0.32112	0
chix	nfsb	0.32109	0
ryhb	ddpa	0.32108	0
micf	wzxe	0.32106	0
dsra	yhbu	0.32105	0
ryhb	yohd	0.32105	0
cyar	idi	0.32103	0
rsex	dksa	0.32103	0
rpra	ibpb	0.32093	0
cyar	ssub	0.32092	0
oxys	year	0.32092	0
rsex	yjcs	0.32092	0
gcvb	ilvi	0.32087	0
micf	zape	0.32084	0
sgrs	idnr	0.32084	0
chix	lspa	0.32083	0
omra	cher	0.3208	0
mica	yfie	0.32077	0
rydc	intd	0.32068	0
micc	pstc	0.32067	0
istr	dusc	0.32055	0
dsra	fadb	0.32053	0
fnrs	yhdz	0.32052	0
glmz	alaa	0.32051	0
glmz	ygiw	0.32046	0
istr	aega	0.32045	0
arcz	cite	0.32043	0
rsex	yohc	0.32042	0
micf	yebw	0.32036	0
omra	ychj	0.32033	0
rsex	secy	0.32032	0
gcvb	asd	0.32031	0
cyar	yggi	0.32024	0
istr	hyaa	0.32024	0
omrb	yiep	0.32022	0
chix	znta	0.3202	0
omra	nfsb	0.32017	0
rydc	fixb	0.32013	0
rpra	lysc	0.32009	0
spf	fdra	0.32006	0
cyar	yncd	0.32005	0
ryhb	glf	0.32004	0
glmz	plsc	0.31998	0
arcz	fief	0.31997	0
rpra	mdtg	0.31997	0
glmz	rnk	0.31996	0
omra	argr	0.31996	0
sgrs	yigi	0.31995	0
dsra	nirb	0.31993	0
dsra	aaer	0.31991	0
oxys	efeo	0.3199	0
istr	bsma	0.31986	0
mcas	acpp	0.31986	0
mcas	malf	0.31986	0
rydc	nlpd	0.31978	0
dsra	yjgn	0.31977	0
chix	yjdj	0.31974	0
mcas	slt	0.31974	0
chix	ycbj	0.31971	0
sgrs	rof	0.31971	0
rsex	ybeu	0.31969	0
fnrs	yadl	0.31968	0
istr	ydhk	0.31966	0
rydc	ysga	0.31961	0
fnrs	aspc	0.31959	0
rsex	mrec	0.31957	0
mcas	potd	0.31956	0
omrb	glms	0.31955	0
sgrs	yeed	0.31952	0
gcvb	ldtd	0.31947	0
mcas	puua	0.31945	0
rpra	cmob	0.31945	0
fnrs	gltj	0.31944	0
micf	acka	0.31944	0
rybb	yjdi	0.3194	0
cyar	alaa	0.31939	0
omra	ymge	0.31937	0
rydc	pfkb	0.31937	0
glmz	rbsa	0.31933	0
cyar	kdgk	0.31929	0
oxys	dppf	0.31929	0
micf	asns	0.31927	0
cyar	glpe	0.31926	0
omra	yggs	0.31926	0
glmz	ybeu	0.31924	0
rsex	ybhs	0.31924	0
omra	tdca	0.31916	0
oxys	fixx	0.31916	0
sgrs	trxa	0.31916	0
glmz	tils	0.31912	0
mcas	aroc	0.3191	0
micc	rpmh	0.31909	0
rydc	yjeo	0.31909	0
glmz	cho	0.31908	0
glmz	cdar	0.31907	0
fnrs	hisa	0.31906	0
chix	maze	0.31902	0
mica	fecr	0.31902	0
istr	yeir	0.31901	0
fnrs	gspa	0.319	0
mcas	yban	0.31898	0
mica	rpma	0.31895	0
omra	xylf	0.31894	0
dsra	amn	0.31893	0
rsex	dtpa	0.31891	0
rsex	alsr	0.31888	0
ryhb	ssub	0.31887	0
rsex	tsx	0.31885	0
rybb	thrs	0.31885	0
dsra	ppa	0.31883	0
glmz	proy	0.3188	0
chix	mend	0.3187	0
istr	abgb	0.31867	0
glmz	mcbr	0.3186	0
rpra	tsae	0.31859	0
rydc	yahn	0.31853	0
rydc	garr	0.31851	0
sgrs	ydjz	0.31848	0
gcvb	quee	0.31842	0
rybb	yebk	0.31842	0
rsex	alls	0.31841	0
micf	ybez	0.3184	0
arcz	pcnb	0.31839	0
rsex	yoaa	0.31834	0
fnrs	kdgt	0.3183	0
sgrs	yejk	0.31828	0
chix	mode	0.31826	0
mcas	dnag	0.31825	0
sgrs	tsx	0.31818	0
mcas	mscs	0.31817	0
rybb	clca	0.3181	0
rybb	coaa	0.31809	0
micf	ycin	0.31805	0
rybb	fepc	0.31805	0
istr	sgrr	0.31804	0
arcz	raia	0.31803	0
gcvb	fepb	0.31801	0
glmz	xanp	0.31792	0
mcas	pdxb	0.3179	0
oxys	mgta	0.3179	0
sgrs	ycap	0.3179	0
omra	mara	0.31789	0
dsra	ynfh	0.31787	0
arcz	mrda	0.31786	0
rydc	tdcc	0.31786	0
cyar	napa	0.31782	0
rsex	eamb	0.31782	0
rybb	prob	0.3178	0
omrb	nrfb	0.31775	0
gcvb	php	0.31772	0
ryhb	chbg	0.31771	0
chix	yban	0.31766	0
glmz	ebgc	0.31765	0
omra	yecd	0.31764	0
mica	ddpx	0.31762	0
rsex	grxa	0.31761	0
rydc	hcat	0.31759	0
omrb	rpmj	0.31758	0
chix	pept	0.31757	0
dsra	aroa	0.31755	0
dsra	ygdd	0.31754	0
omra	this	0.3175	0
spf	puru	0.3175	0
omra	ulaf	0.31747	0
rybb	sdac	0.31745	0
sgrs	grpe	0.31745	0
spf	sbmc	0.31741	0
sgrs	yrai	0.3174	0
sgrs	kdui	0.31738	0
micf	amph	0.31737	0
gcvb	mpl	0.31731	0
istr	eda	0.3173	0
oxys	speg	0.31727	0
mcas	brnq	0.31725	0
arcz	folm	0.31719	0
dsra	yjjg	0.31714	0
rpra	araj	0.31706	0
mcas	ybgi	0.31704	0
arcz	dgot	0.31703	0
oxys	bdm	0.31703	0
oxys	yber	0.31699	0
glmz	ydfc	0.31697	0
oxys	hisj	0.31696	0
micf	yfbr	0.31694	0
sgrs	argt	0.31691	0
sgrs	fusa	0.3169	0
dsra	nika	0.31689	0
micf	gabd	0.31688	0
rydc	yhfg	0.31685	0
rsex	dppf	0.31684	0
rybb	rpsb	0.31681	0
glmz	gltp	0.31676	0
istr	csra	0.31675	0
chix	ilve	0.31671	0
istr	arod	0.31669	0
fnrs	yigi	0.31665	0
dsra	yehd	0.31663	0
fnrs	yiht	0.31661	0
mica	ydhk	0.31661	0
micf	ybak	0.31661	0
fnrs	clsb	0.3166	0
spf	yfdc	0.3166	0
istr	chbr	0.31655	0
fnrs	phnd	0.31652	0
dsra	wzxc	0.3165	0
fnrs	cpxa	0.31646	0
spf	asps	0.31646	0
arcz	glti	0.31645	0
ryhb	hha	0.3164	0
rsex	hscb	0.31639	0
dsra	ydgc	0.31637	0
rpra	yihs	0.31637	0
mcas	mara	0.31632	0
oxys	ybio	0.31632	0
spf	ftsl	0.31632	0
oxys	ydji	0.31631	0
rydc	srld	0.31629	0
rydc	ftsq	0.3162	0
chix	mlab	0.31616	0
spf	yjfj	0.31615	0
mcas	ybfk	0.31614	0
gcvb	caia	0.31613	0
micf	sbcc	0.31613	0
ryhb	frmr	0.31612	0
ryhb	ypda	0.31611	0
mica	rpln	0.31606	0
cyar	yidr	0.31605	0
glmz	gata	0.31605	0
oxys	rela	0.31603	0
rpra	topb	0.316	0
rsex	yceq	0.31586	0
dsra	livk	0.31579	0
rybb	aidb	0.31579	0
rsex	oppf	0.31578	0
rsex	ymda	0.31576	0
glmz	feoc	0.31575	0
rsex	rplo	0.31574	0
glmz	ftsw	0.31571	0
fnrs	srla	0.3157	0
rsex	rpsd	0.3157	0
omra	mscl	0.31566	0
cyar	rlua	0.31563	0
spf	crea	0.31563	0
spf	idnk	0.31563	0
micc	daua	0.31559	0
rsex	yfcv	0.31559	0
chix	potc	0.31558	0
micc	arol	0.31558	0
micf	ybam	0.31557	0
ryhb	yjfm	0.31556	0
spf	kdud	0.31553	0
dsra	yqfb	0.31551	0
fnrs	yhgn	0.31551	0
micf	yebb	0.31548	0
arcz	yegs	0.31547	0
micc	eutd	0.31547	0
sgrs	agac	0.31547	0
omra	mppa	0.31544	0
chix	nary	0.31539	0
rpra	yigl	0.31539	0
micc	nika	0.31538	0
omrb	rpli	0.31535	0
rpra	ydfu	0.31532	0
oxys	leub	0.31531	0
dsra	hemn	0.31523	0
gcvb	deoa	0.31519	0
rsex	adep	0.31519	0
ryhb	gcvt	0.31519	0
arcz	copa	0.31518	0
dsra	ynja	0.31517	0
fnrs	dcud	0.31513	0
dsra	livm	0.31512	0
arcz	yfcv	0.31511	0
rsex	yiir	0.31509	0
rpra	sdhc	0.31508	0
gcvb	hycc	0.31505	0
istr	nhab	0.31505	0
micc	hemb	0.31504	0
omrb	mscs	0.31504	0
micc	srla	0.315	0
spf	yoaa	0.315	0
omra	caid	0.31499	0
cyar	ybjl	0.31498	0
glmz	frub	0.31498	0
omrb	ycih	0.31498	0
rydc	mura	0.31496	0
glmz	abga	0.3149	0
rydc	ccmf	0.31489	0
rpra	mcrc	0.31485	0
gcvb	yead	0.31484	0
omrb	ybjs	0.31483	0
gcvb	yahf	0.31482	0
glmz	mog	0.31481	0
mcas	osmc	0.31481	0
chix	mhpa	0.31479	0
gcvb	purb	0.31477	0
istr	setb	0.31476	0
rydc	dnaq	0.31476	0
arcz	metj	0.31475	0
cyar	dnae	0.31474	0
rybb	ycak	0.31474	0
spf	ygeh	0.31473	0
dsra	amib	0.31471	0
arcz	sppa	0.31469	0
ryhb	osmf	0.31469	0
chix	ppda	0.31467	0
glmz	gsha	0.31465	0
spf	ldtd	0.31463	0
micf	yqab	0.31461	0
fnrs	yaft	0.31459	0
omra	yjjp	0.31455	0
omrb	ybir	0.31454	0
gcvb	hofn	0.31453	0
glmz	purf	0.31452	0
micc	hisp	0.31451	0
arcz	otsa	0.31448	0
fnrs	yibh	0.31448	0
oxys	pspf	0.31448	0
omra	yhdn	0.31444	0
omrb	rpsc	0.31439	0
rybb	ddpb	0.31438	0
rpra	phnm	0.31435	0
spf	ivy	0.31435	0
cyar	nlpi	0.31433	0
glmz	dut	0.31433	0
omra	wcad	0.31428	0
rsex	rpoe	0.31426	0
rydc	rimi	0.31426	0
oxys	fabi	0.31422	0
omra	ypdi	0.31421	0
micc	yihi	0.3142	0
rsex	csta	0.31417	0
sgrs	yafk	0.31417	0
arcz	pura	0.31416	0
micf	yccx	0.31415	0
omra	rfbc	0.31412	0
micc	csgg	0.31405	0
rpra	usg	0.31404	0
dsra	murg	0.31403	0
rpra	ybdf	0.31391	0
rydc	rlmf	0.31391	0
cyar	yidx	0.31385	0
rsex	nude	0.31385	0
oxys	crea	0.31384	0
omra	lepb	0.3138	0
omrb	flha	0.3138	0
micc	ytfp	0.31376	0
chix	srlb	0.31374	0
sgrs	rplr	0.31374	0
glmz	mnga	0.31373	0
glmz	yiac	0.31371	0
rsex	tldd	0.31369	0
gcvb	yqej	0.31351	0
omrb	rimp	0.31349	0
mica	eco	0.31347	0
rybb	yfil	0.31347	0
cyar	rbsc	0.31345	0
glmz	fief	0.31344	0
omra	ynfm	0.31344	0
istr	chaa	0.31339	0
omra	bamd	0.31339	0
rpra	crr	0.31339	0
cyar	yadm	0.31337	0
arcz	nrdb	0.31333	0
spf	oxyr	0.31331	0
rydc	yjfl	0.3133	0
oxys	ycct	0.31329	0
ryhb	yjbb	0.31325	0
dsra	rlmh	0.31323	0
istr	yiau	0.31323	0
istr	uidr	0.31322	0
gcvb	mhpa	0.31321	0
glmz	fepg	0.31318	0
sgrs	ybgs	0.31318	0
omra	nfi	0.31317	0
cyar	yigb	0.31316	0
omrb	ybgi	0.31313	0
rydc	sohb	0.31313	0
omrb	purr	0.3131	0
gcvb	yhdu	0.313	0
chix	flgf	0.31299	0
arcz	waaq	0.31294	0
micf	motb	0.31293	0
omra	hypd	0.31291	0
rydc	rplk	0.3129	0
rpra	seca	0.31285	0
rydc	ycii	0.31284	0
rybb	nfsa	0.31283	0
rybb	pdhr	0.31282	0
omrb	yjdc	0.31279	0
ryhb	mdtc	0.31278	0
glmz	dnaj	0.31274	0
rydc	yicg	0.31272	0
rpra	yedf	0.3127	0
glmz	cbpm	0.31261	0
oxys	tyrs	0.3126	0
oxys	yahi	0.31258	0
dsra	gsta	0.31257	0
fnrs	rfbc	0.31254	0
micc	yfdq	0.31254	0
rydc	yjfi	0.31254	0
glmz	fepc	0.31253	0
omrb	lipa	0.31253	0
mica	quee	0.3125	0
cyar	frlr	0.31249	0
micc	dcuc	0.31245	0
chix	heml	0.31244	0
omra	psug	0.31239	0
sgrs	coae	0.31238	0
oxys	maeb	0.31233	0
gcvb	hypc	0.31231	0
sgrs	glgs	0.31231	0
chix	flge	0.3123	0
micf	proq	0.31225	0
chix	yfim	0.31224	0
ryhb	iram	0.31224	0
dsra	agp	0.3122	0
rsex	iscx	0.31216	0
mica	ulag	0.31209	0
rsex	sapa	0.31206	0
spf	ispa	0.31205	0
rpra	yhgf	0.31203	0
istr	csgd	0.31202	0
mica	folb	0.31201	0
sgrs	deoa	0.31194	0
micf	roxa	0.31193	0
oxys	yigg	0.31189	0
rybb	yfde	0.31189	0
micf	fabf	0.31182	0
oxys	prea	0.31182	0
istr	glms	0.31177	0
fnrs	ypea	0.31176	0
ryhb	ispg	0.31176	0
chix	epta	0.31172	0
rsex	hofn	0.31171	0
gcvb	lpp	0.3117	0
rsex	nadc	0.31169	0
micc	arob	0.31167	0
sgrs	ahpc	0.31164	0
chix	fur	0.3116	0
glmz	ydin	0.31158	0
omrb	yhbt	0.31157	0
sgrs	year	0.31157	0
rydc	msck	0.31153	0
gcvb	wcac	0.31148	0
fnrs	yicj	0.31147	0
omrb	yeay	0.31146	0
mcas	nuon	0.31145	0
omrb	rplv	0.31144	0
fnrs	cmoa	0.31143	0
ryhb	tomb	0.31143	0
rydc	ylac	0.3114	0
dsra	coad	0.31139	0
omrb	mura	0.31133	0
omrb	trmd	0.31131	0
chix	hyac	0.31129	0
dsra	ycef	0.31127	0
glmz	serb	0.31125	0
istr	ycad	0.31125	0
mica	mana	0.31125	0
fnrs	clcb	0.31122	0
rsex	rimk	0.31122	0
dsra	teha	0.3112	0
dsra	napf	0.31117	0
dsra	meph	0.31116	0
rsex	yohd	0.31114	0
cyar	yhfz	0.31113	0
chix	yiht	0.3111	0
mcas	yaeh	0.3111	0
omra	ycie	0.31106	0
micf	mrca	0.31104	0
arcz	trg	0.31103	0
chix	hypc	0.31103	0
mcas	fbaa	0.31103	0
cyar	glnl	0.31097	0
mcas	adiy	0.31097	0
oxys	ybgp	0.31097	0
rybb	rsxb	0.31095	0
glmz	ybjc	0.31092	0
rydc	nlpe	0.31092	0
mcas	elaa	0.31091	0
omra	rpll	0.31089	0
rydc	macb	0.31086	0
oxys	ygbk	0.31084	0
mcas	yeiw	0.31082	0
sgrs	fucr	0.31082	0
mcas	truc	0.31076	0
cyar	ttda	0.31075	0
spf	murr	0.31072	0
omra	yheu	0.31071	0
glmz	yehe	0.31068	0
rpra	yhbs	0.31068	0
mcas	taua	0.31065	0
fnrs	rsea	0.31061	0
omrb	waag	0.31061	0
glmz	frmr	0.3106	0
glmz	ydjm	0.31058	0
glmz	cada	0.31057	0
rpra	pgl	0.31057	0
rsex	ydhb	0.31054	0
mica	pqql	0.31051	0
rybb	thrb	0.31048	0
omra	csir	0.31047	0
rpra	sucb	0.3104	0
micc	frub	0.3103	0
rsex	casd	0.31027	0
istr	yjim	0.31022	0
rydc	mtn	0.31022	0
mcas	skp	0.31017	0
dsra	narl	0.31016	0
rydc	ybez	0.31016	0
arcz	zntr	0.31014	0
rsex	gph	0.31014	0
gcvb	pepd	0.31013	0
rsex	prox	0.31009	0
rpra	eutn	0.31005	0
dsra	metf	0.31	0
omrb	biob	0.30996	0
mcas	dgoa	0.30994	0
rsex	mray	0.3099	0
omra	hdha	0.30986	0
micc	ibpa	0.30985	0
omra	yccx	0.30984	0
dsra	nrdi	0.30982	0
rydc	flii	0.30982	0
gcvb	bama	0.30981	0
rydc	ybhb	0.30968	0
arcz	ycin	0.30964	0
oxys	hola	0.30964	0
ryhb	clpp	0.30964	0
rybb	yajg	0.30952	0
rsex	ydgk	0.30948	0
mcas	scpb	0.30946	0
istr	cpsg	0.30945	0
omrb	mobb	0.30944	0
rydc	yafv	0.30938	0
mica	acnb	0.30928	0
glmz	lldd	0.30924	0
sgrs	nuoe	0.30921	0
omra	recx	0.30919	0
spf	baes	0.30919	0
glmz	yoaf	0.30918	0
micc	aldb	0.30918	0
rybb	fadi	0.30917	0
gcvb	ydif	0.30916	0
glmz	ycbz	0.30911	0
micc	rapa	0.30908	0
arcz	yaef	0.30906	0
dsra	ykgj	0.30906	0
spf	katg	0.30901	0
micf	gpt	0.309	0
omrb	ompa	0.30899	0
sgrs	gloa	0.30893	0
dsra	muke	0.30886	0
rydc	tpx	0.30886	0
omrb	yggs	0.30883	0
rsex	nanr	0.30883	0
rsex	thik	0.30883	0
istr	aaer	0.30877	0
chix	yfek	0.3087	0
mcas	nac	0.30868	0
mica	pyre	0.30868	0
arcz	smpb	0.30867	0
istr	ybhn	0.30867	0
mcas	fdoh	0.30864	0
rsex	potd	0.30863	0
omra	ybed	0.30862	0
rsex	yjcf	0.30861	0
istr	yibh	0.3086	0
micc	inta	0.30858	0
micc	rna	0.30854	0
mica	rpsa	0.30853	0
rpra	yhft	0.30849	0
rsex	mlta	0.30848	0
arcz	phes	0.30847	0
mcas	seta	0.3084	0
ryhb	ygah	0.30838	0
micc	yade	0.30834	0
omra	ykgo	0.30827	0
mcas	exox	0.30825	0
sgrs	nhab	0.30824	0
chix	ynbe	0.30823	0
glmz	yqij	0.30823	0
glmz	thrb	0.30821	0
micf	atpf	0.30821	0
omra	agas	0.30821	0
rydc	mrca	0.30819	0
omra	araa	0.30817	0
fnrs	daca	0.30815	0
glmz	emry	0.30809	0
dsra	flid	0.30808	0
cyar	btue	0.308	0
rybb	purk	0.3079	0
micf	xtha	0.30789	0
dsra	tsad	0.30787	0
micf	taua	0.30779	0
oxys	nfo	0.30776	0
micf	yebe	0.30774	0
glmz	lptc	0.30767	0
rydc	yfec	0.30767	0
dsra	ybay	0.30765	0
oxys	flio	0.30764	0
rydc	trpa	0.30763	0
istr	fuci	0.30762	0
istr	gsta	0.30762	0
ryhb	galt	0.30762	0
chix	rho	0.30761	0
arcz	spef	0.30757	0
cyar	hsra	0.30756	0
omra	gltb	0.30756	0
rybb	potc	0.30755	0
dsra	xylb	0.30754	0
rydc	citd	0.30745	0
spf	eutm	0.30744	0
omra	gspg	0.30743	0
omra	miab	0.30742	0
omrb	yidl	0.30742	0
rsex	atpf	0.30742	0
mcas	dsda	0.30741	0
rydc	prpb	0.30739	0
spf	rfbc	0.30739	0
fnrs	naga	0.30732	0
glmz	yqfa	0.30732	0
rydc	hypc	0.30732	0
spf	ybdz	0.30732	0
chix	artm	0.30731	0
omrb	arag	0.3073	0
cyar	rplb	0.30729	0
mica	pabc	0.30728	0
omra	mdab	0.30728	0
istr	dcus	0.30722	0
mica	ybci	0.30719	0
rybb	lipb	0.30713	0
sgrs	rpss	0.30713	0
spf	ubid	0.30712	0
rsex	udk	0.3071	0
rybb	dsbg	0.3071	0
fnrs	degp	0.30706	0
rsex	htpx	0.30706	0
sgrs	yrah	0.30705	0
omra	nuog	0.30704	0
rydc	rplr	0.30702	0
rybb	ydhi	0.307	0
mcas	fhud	0.30699	0
glmz	yqef	0.30697	0
mcas	qora	0.30697	0
omra	narl	0.30696	0
spf	fima	0.30696	0
omrb	ycit	0.30694	0
ryhb	feoa	0.30693	0
sgrs	reco	0.30693	0
micf	paod	0.30689	0
rybb	yphh	0.30686	0
spf	yoji	0.30684	0
oxys	murb	0.30682	0
micf	rsd	0.3068	0
rydc	mgta	0.30679	0
omrb	atpb	0.30678	0
mcas	pepn	0.3067	0
cyar	tig	0.30668	0
dsra	nema	0.30668	0
fnrs	ybga	0.30667	0
micf	hfld	0.30659	0
gcvb	yfcc	0.30653	0
oxys	yhin	0.30653	0
rybb	rsxd	0.30652	0
glmz	yfdx	0.30644	0
mcas	glgc	0.30644	0
istr	hybb	0.30641	0
dsra	sdab	0.3064	0
ryhb	ibpa	0.3064	0
micc	yibt	0.30635	0
omra	yadk	0.30634	0
mcas	alas	0.30628	0
omra	blr	0.30619	0
istr	flif	0.30617	0
cyar	dsda	0.30615	0
istr	uspf	0.30608	0
mcas	yhjj	0.30605	0
istr	rtca	0.30601	0
mcas	thip	0.30596	0
istr	yeih	0.30589	0
rpra	dmsa	0.30588	0
ryhb	udp	0.30585	0
rydc	yhge	0.30584	0
sgrs	mgla	0.30581	0
mcas	fimc	0.3058	0
micc	yhbw	0.30575	0
micf	yhbq	0.30575	0
chix	phoe	0.30572	0
cyar	fryc	0.30572	0
mcas	trud	0.30572	0
rsex	yoak	0.30568	0
sgrs	znua	0.30563	0
micf	hyae	0.30562	0
rydc	arti	0.30562	0
glmz	chbc	0.30561	0
oxys	gss	0.30561	0
rsex	yfap	0.3056	0
rsex	agac	0.30558	0
ryhb	rplv	0.30554	0
glmz	yjgr	0.30553	0
mcas	uhpt	0.30551	0
rsex	yche	0.30551	0
sgrs	yiad	0.30551	0
rybb	yfie	0.30544	0
gcvb	ghrb	0.30541	0
rybb	fuci	0.30541	0
rybb	ypea	0.3054	0
omra	yaia	0.30537	0
rpra	aslb	0.30535	0
glmz	eutp	0.30534	0
cyar	grea	0.30533	0
micf	yecj	0.30533	0
rydc	ydea	0.30529	0
rsex	trub	0.30528	0
mcas	csgb	0.3052	0
gcvb	degq	0.30517	0
rydc	ogrk	0.30515	0
rydc	map	0.30514	0
omrb	sodc	0.3051	0
micf	hycf	0.30506	0
sgrs	nage	0.30504	0
dsra	dsba	0.30501	0
mcas	yebz	0.30499	0
ryhb	yhjc	0.30495	0
rsex	ycft	0.30493	0
istr	nagz	0.30491	0
sgrs	gspa	0.30489	0
chix	gals	0.30488	0
omra	bamc	0.30485	0
oxys	gyrb	0.30478	0
glmz	yiag	0.30477	0
mcas	bola	0.30476	0
glmz	cpda	0.30474	0
arcz	yhhy	0.30473	0
omrb	asma	0.30473	0
ryhb	purk	0.30469	0
ryhb	rsxb	0.30468	0
rybb	yjah	0.30462	0
arcz	metk	0.30458	0
micf	cmtb	0.30457	0
oxys	dusc	0.30456	0
rsex	purt	0.30454	0
micf	tmk	0.3045	0
omrb	rhas	0.3045	0
omra	yphe	0.30448	0
cyar	yehr	0.30447	0
omra	ycjg	0.30447	0
omrb	rplq	0.30447	0
spf	moda	0.30445	0
rybb	cyoa	0.30443	0
rydc	smrb	0.30442	0
sgrs	yeey	0.30442	0
rydc	csgd	0.30436	0
arcz	sbp	0.30433	0
sgrs	yfbu	0.30433	0
sgrs	yhfl	0.30432	0
rybb	tdcd	0.3043	0
arcz	yigg	0.30429	0
omra	azuc	0.30426	0
chix	rple	0.30425	0
omrb	rlud	0.30425	0
rpra	hypb	0.3042	0
mcas	ynbc	0.30417	0
chix	yjia	0.30416	0
omra	ybgi	0.30416	0
omra	ghrb	0.30412	0
micc	mdtc	0.30399	0
glmz	tus	0.30396	0
oxys	cusa	0.30394	0
ryhb	gmhb	0.30385	0
micc	xtha	0.30384	0
mcas	gadx	0.30383	0
mcas	ulac	0.30383	0
arcz	ybjc	0.30378	0
glmz	ybha	0.30377	0
rsex	ftsp	0.30377	0
gcvb	dusb	0.30376	0
rsex	yjem	0.30371	0
dsra	yeex	0.30369	0
rsex	folp	0.30368	0
rydc	tala	0.30364	0
spf	ynee	0.30362	0
chix	sspb	0.30353	0
rsex	yhim	0.30352	0
rydc	cyoe	0.30351	0
micc	ulaa	0.3035	0
fnrs	ghxp	0.30349	0
cyar	idnd	0.30346	0
rpra	murf	0.30346	0
fnrs	rpsn	0.30345	0
rydc	ycio	0.30332	0
glmz	tsx	0.30328	0
istr	iclr	0.30326	0
omra	pth	0.30322	0
gcvb	ftna	0.30321	0
omra	dgor	0.30318	0
mcas	ribd	0.30317	0
chix	hype	0.30315	0
rpra	rnpa	0.30314	0
cyar	yibf	0.30312	0
istr	gspk	0.30307	0
micf	ycfh	0.30303	0
oxys	purk	0.30301	0
rsex	ydda	0.303	0
chix	msrc	0.30297	0
oxys	adhe	0.30297	0
rydc	sola	0.30294	0
sgrs	tama	0.30289	0
spf	yfco	0.30289	0
sgrs	lpxb	0.30288	0
mcas	dnae	0.30283	0
mica	mfd	0.30281	0
rsex	btub	0.30279	0
ryhb	casc	0.30277	0
ryhb	cho	0.30274	0
micf	idi	0.30272	0
rsex	cira	0.30272	0
rsex	glsb	0.30271	0
istr	bsss	0.30266	0
mica	ispe	0.30266	0
istr	narp	0.30258	0
rydc	dnae	0.30258	0
mcas	thra	0.30257	0
dsra	gpp	0.30252	0
gcvb	yodc	0.30252	0
cyar	plap	0.30251	0
omra	mak	0.3025	0
micf	malz	0.30247	0
glmz	dmlr	0.30242	0
spf	rlml	0.3024	0
omra	fliq	0.30236	0
glmz	cadb	0.30234	0
ryhb	ynfb	0.30229	0
istr	fadm	0.30228	0
rsex	nhaa	0.30227	0
dsra	wcaf	0.30226	0
chix	ubih	0.30223	0
micf	yhjv	0.3022	0
rsex	tyrr	0.30219	0
rydc	ttdb	0.30219	0
omra	rho	0.30218	0
gcvb	frvr	0.3021	0
glmz	yeez	0.3021	0
micf	phob	0.30207	0
micf	ybha	0.30203	0
rydc	yggn	0.30203	0
micf	gsid	0.30198	0
spf	fdnh	0.30195	0
oxys	iada	0.30194	0
ryhb	yjil	0.30194	0
mcas	rssa	0.30192	0
rsex	ynfa	0.30192	0
glmz	dmsa	0.30191	0
micf	lold	0.3019	0
omrb	hism	0.30187	0
rsex	yebo	0.30187	0
rybb	degq	0.30187	0
mica	yhjv	0.30186	0
rybb	fhuc	0.30181	0
arcz	epma	0.30179	0
dsra	ydcu	0.30176	0
micf	yqja	0.30176	0
rsex	yigf	0.30176	0
rybb	secd	0.30176	0
sgrs	hslv	0.30176	0
arcz	yecj	0.30174	0
omra	sufa	0.30173	0
dsra	rhar	0.30172	0
rydc	eama	0.30172	0
sgrs	trka	0.30168	0
chix	muts	0.30166	0
micf	yecr	0.30166	0
omra	cmtb	0.30166	0
cyar	ynjd	0.30164	0
cyar	yqij	0.3016	0
sgrs	lsrg	0.30156	0
oxys	rlmb	0.30152	0
dsra	bioa	0.30151	0
rydc	pspa	0.30151	0
omra	nikb	0.3015	0
micc	mdtm	0.30149	0
rybb	astd	0.30149	0
omra	gspd	0.30146	0
fnrs	meph	0.30138	0
oxys	rsmf	0.30137	0
micc	argt	0.30134	0
fnrs	atoa	0.30132	0
gcvb	mrca	0.30125	0
mica	yigi	0.30124	0
rydc	yoah	0.30123	0
oxys	kch	0.3012	0
rsex	yafc	0.3012	0
rybb	nudi	0.3012	0
gcvb	rihc	0.30119	0
micc	waaz	0.30119	0
sgrs	aroh	0.30112	0
mcas	ybfd	0.30111	0
rsex	srlr	0.30111	0
micc	ppib	0.30106	0
