sRNA	mRNA	Score	Class
arcz	can	0.48219	0
chix	caic	0.48219	0
cyar	hcha	0.48219	0
omrb	cusc	0.48219	0
rydc	ascb	0.48219	0
sgrs	yfde	0.48219	0
fnrs	frwd	0.48218	0
istr	yafe	0.48218	0
mcas	ynbd	0.48218	0
mica	pgef	0.48218	0
micc	ybfb	0.48218	0
sgrs	bfd	0.48218	0
mica	tig	0.48217	0
rydc	hslr	0.48217	0
rydc	ydir	0.48217	0
sgrs	dusa	0.48217	0
sgrs	yoho	0.48217	0
chix	mzra	0.48216	0
chix	quea	0.48216	0
istr	ygdd	0.48216	0
istr	yiha	0.48216	0
mcas	modf	0.48216	0
rpra	yidq	0.48216	0
rydc	nuob	0.48216	0
istr	yghr	0.48215	0
mcas	uxua	0.48215	0
sgrs	glca	0.48214	0
cyar	daua	0.48213	0
glmz	ddpb	0.48213	0
oxys	arfa	0.48213	0
oxys	rdgb	0.48213	0
ryhb	hisa	0.48213	0
ryhb	ybhn	0.48213	0
glmz	nant	0.48212	0
rsex	nrfb	0.48212	0
rsex	yqaa	0.48212	0
mcas	yide	0.48211	0
micc	rdgc	0.48211	0
micf	fepc	0.48211	0
micf	yfen	0.48211	0
omra	yfjr	0.48211	0
omrb	safa	0.48211	0
rydc	glgx	0.48211	0
sgrs	yebo	0.48211	0
arcz	ybdn	0.4821	0
chix	gstb	0.4821	0
mcas	kdui	0.4821	0
micf	yiel	0.4821	0
omrb	eutj	0.4821	0
oxys	ycem	0.4821	0
chix	ilvy	0.48209	0
micc	tesb	0.48209	0
micf	ampg	0.48209	0
micf	dapa	0.48209	0
micf	diaa	0.48209	0
omra	lptc	0.48209	0
omra	pyri	0.48209	0
sgrs	suca	0.48209	0
cyar	chps	0.48208	0
mcas	ydga	0.48208	0
micf	rcsb	0.48208	0
rpra	pote	0.48208	0
rybb	ykfg	0.48208	0
rydc	yaai	0.48208	0
arcz	rpsu	0.48207	0
cyar	secf	0.48207	0
mica	nirb	0.48207	0
micf	yedi	0.48207	0
omrb	iscx	0.48207	0
omrb	yfbp	0.48207	0
rydc	sucd	0.48207	0
sgrs	ydcj	0.48207	0
spf	rpmh	0.48207	0
chix	purr	0.48206	0
istr	tgt	0.48206	0
micf	nfsa	0.48206	0
omra	alsb	0.48206	0
oxys	yicl	0.48206	0
rsex	eutt	0.48206	0
sgrs	ptsp	0.48206	0
mcas	bioc	0.48205	0
mcas	ybdz	0.48205	0
mica	hflk	0.48205	0
micf	yehl	0.48205	0
rpra	gudp	0.48205	0
rydc	trmj	0.48205	0
sgrs	eutn	0.48205	0
mcas	fepg	0.48204	0
mica	vals	0.48204	0
micf	mdab	0.48204	0
rsex	yebf	0.48204	0
rsex	yeed	0.48204	0
chix	ybgc	0.48203	0
cyar	ydif	0.48203	0
glmz	nark	0.48203	0
mcas	igaa	0.48203	0
mica	nfer	0.48203	0
micf	ybhk	0.48203	0
spf	ydfw	0.48203	0
gcvb	yaji	0.48202	0
glmz	ssue	0.48202	0
mica	yecn	0.48202	0
rsex	rclr	0.48202	0
arcz	rplb	0.48201	0
chix	trpb	0.48201	0
istr	topb	0.48201	0
rydc	hycg	0.48201	0
ryhb	yghb	0.48201	0
mcas	yqfb	0.482	0
mica	tamb	0.482	0
micf	thil	0.482	0
oxys	potb	0.482	0
rsex	mepa	0.482	0
sgrs	nark	0.482	0
sgrs	yhfx	0.482	0
sgrs	yqgb	0.482	0
cyar	yddk	0.48199	0
cyar	yida	0.48199	0
fnrs	ldrd	0.48199	0
mica	eda	0.48199	0
micc	gpr	0.48199	0
oxys	yidf	0.48199	0
rpra	yech	0.48199	0
rydc	folx	0.48199	0
chix	yobh	0.48198	0
glmz	yafl	0.48198	0
mica	bett	0.48198	0
micf	mppa	0.48198	0
rpra	yceh	0.48198	0
cyar	cvra	0.48197	0
mcas	pyrb	0.48197	0
mica	fadh	0.48197	0
micf	dnac	0.48197	0
rydc	gsid	0.48197	0
fnrs	astd	0.48196	0
mcas	maly	0.48196	0
micf	phnl	0.48196	0
sgrs	ybdz	0.48196	0
glmz	ydhk	0.48195	0
istr	glpe	0.48195	0
istr	pfka	0.48195	0
mcas	yccm	0.48195	0
micf	asns	0.48195	0
arcz	yqja	0.48194	0
istr	ybhk	0.48194	0
mcas	yqia	0.48194	0
micf	nrfe	0.48194	0
oxys	yzgl	0.48194	0
rydc	ynam	0.48194	0
chix	beee	0.48193	0
chix	hypt	0.48193	0
rydc	elyc	0.48193	0
sgrs	lsrk	0.48193	0
chix	pgpa	0.48192	0
fnrs	yqjd	0.48192	0
mcas	ldcc	0.48192	0
mcas	mgla	0.48192	0
rsex	arol	0.48192	0
arcz	lgor	0.48191	0
istr	thrs	0.48191	0
micf	thih	0.48191	0
oxys	csid	0.48191	0
arcz	ycbv	0.4819	0
chix	sgcb	0.4819	0
fnrs	mokb	0.4819	0
glmz	menb	0.4819	0
mica	djlc	0.4819	0
oxys	mena	0.4819	0
rpra	cyda	0.4819	0
rsex	mhpb	0.4819	0
rybb	ybhq	0.4819	0
rydc	hyff	0.4819	0
cyar	ybii	0.48189	0
fnrs	hypa	0.48189	0
istr	zras	0.48189	0
mcas	frwd	0.48189	0
micf	tus	0.48189	0
oxys	dnan	0.48189	0
rpra	yidx	0.48189	0
rsex	yhhn	0.48189	0
rsex	ypdc	0.48189	0
ryhb	nhaa	0.48189	0
mica	ymib	0.48188	0
oxys	this	0.48188	0
chix	isph	0.48187	0
micf	mgsa	0.48187	0
micf	zapd	0.48187	0
rpra	gpmm	0.48187	0
rydc	yghs	0.48187	0
sgrs	yjim	0.48187	0
fnrs	argf	0.48186	0
istr	mdla	0.48186	0
mcas	ypjj	0.48186	0
mica	ynfp	0.48186	0
micc	rlue	0.48186	0
chix	selu	0.48185	0
rpra	yibv	0.48185	0
rydc	inse1	0.48185	0
rydc	inse2	0.48185	0
rydc	inse3	0.48185	0
rydc	inse4	0.48185	0
rydc	inse5	0.48185	0
sgrs	pspg	0.48185	0
arcz	manx	0.48184	0
chix	fold	0.48184	0
cyar	recx	0.48184	0
rsex	rsmg	0.48184	0
rsex	yggn	0.48184	0
rydc	pdxy	0.48184	0
rydc	ybjq	0.48184	0
gcvb	yhby	0.48183	0
glmz	idnd	0.48183	0
istr	adic	0.48183	0
mcas	ycgv	0.48183	0
micf	opge	0.48183	0
omrb	pal	0.48183	0
omrb	taud	0.48183	0
oxys	tnab	0.48183	0
glmz	sucb	0.48182	0
istr	moeb	0.48182	0
mcas	fcl	0.48182	0
mica	cusr	0.48182	0
micc	rnla	0.48182	0
rsex	arom	0.48182	0
rsex	paay	0.48182	0
rydc	lptb	0.48182	0
glmz	leue	0.48181	0
mcas	gdha	0.48181	0
micf	dgcm	0.48181	0
omrb	ompl	0.48181	0
rpra	bira	0.48181	0
chix	coae	0.4818	0
chix	ybbo	0.4818	0
dsra	yfaz	0.4818	0
istr	pmba	0.4818	0
mcas	yjir	0.4818	0
micc	yfcr	0.4818	0
omrb	ygcg	0.4818	0
oxys	ydae	0.4818	0
oxys	yddk	0.4818	0
rsex	ydem	0.4818	0
rsex	yhcf	0.4818	0
rydc	yehx	0.4818	0
chix	ysga	0.48179	0
glmz	yejb	0.48179	0
istr	asma	0.48179	0
istr	gdha	0.48179	0
rpra	bgla	0.48179	0
chix	iada	0.48178	0
dsra	yjia	0.48178	0
glmz	gspb	0.48178	0
istr	paoc	0.48178	0
mcas	yacc	0.48178	0
mica	ispe	0.48178	0
micc	mlab	0.48178	0
micc	yqhc	0.48178	0
micf	lipa	0.48178	0
rsex	ydbj	0.48178	0
rydc	cysg	0.48178	0
chix	cof	0.48177	0
dsra	yhaj	0.48177	0
fnrs	insh5	0.48177	0
glmz	yajg	0.48177	0
glmz	ymga	0.48177	0
mica	gata	0.48177	0
micf	yqjf	0.48177	0
rsex	sfmc	0.48177	0
sgrs	rplo	0.48177	0
istr	insb2	0.48176	0
istr	insb3	0.48176	0
istr	purr	0.48176	0
mica	euth	0.48176	0
rsex	yggt	0.48176	0
chix	ftsq	0.48175	0
chix	ycgl	0.48175	0
istr	paai	0.48175	0
istr	ydjj	0.48175	0
micf	dmsa	0.48175	0
cyar	hisj	0.48174	0
rybb	trpl	0.48174	0
sgrs	fre	0.48174	0
chix	yhhs	0.48173	0
cyar	rsxd	0.48173	0
sgrs	ftsy	0.48173	0
istr	ydfa	0.48172	0
istr	yfcd	0.48172	0
mcas	mtga	0.48172	0
mcas	ynfo	0.48172	0
micf	yche	0.48172	0
omra	yhbx	0.48172	0
oxys	yqaa	0.48172	0
chix	insb2	0.48171	0
chix	insb3	0.48171	0
chix	rbba	0.48171	0
cyar	trps	0.48171	0
cyar	yqhi	0.48171	0
istr	nhoa	0.48171	0
istr	yfdr	0.48171	0
rsex	paoc	0.48171	0
rydc	hybo	0.48171	0
chix	mdtb	0.4817	0
chix	rpll	0.4817	0
mcas	grxb	0.4817	0
rsex	bord	0.4817	0
rydc	yohc	0.4817	0
istr	rpos	0.48169	0
sgrs	yhfg	0.48169	0
istr	kefb	0.48168	0
oxys	dtpb	0.48168	0
mica	csid	0.48167	0
oxys	ymib	0.48167	0
rpra	nfrb	0.48167	0
dsra	kdpb	0.48166	0
rsex	panz	0.48166	0
chix	acra	0.48165	0
fnrs	kdpc	0.48165	0
glmz	rpli	0.48165	0
micc	pdxb	0.48165	0
micc	torr	0.48165	0
rpra	isca	0.48165	0
rsex	hybe	0.48165	0
rydc	cusf	0.48165	0
rydc	hfq	0.48165	0
istr	faba	0.48164	0
mcas	tolr	0.48164	0
ryhb	ibsb	0.48164	0
istr	ycfl	0.48163	0
mcas	yiam	0.48163	0
micc	bfd	0.48163	0
micf	rutd	0.48163	0
rydc	yaho	0.48163	0
gcvb	ynid	0.48162	0
glmz	psta	0.48162	0
istr	lpta	0.48162	0
micf	bisc	0.48162	0
micf	yfcg	0.48162	0
omra	xise	0.48162	0
oxys	mdla	0.48162	0
rsex	euth	0.48162	0
rydc	dead	0.48162	0
chix	sapd	0.48161	0
mica	wza	0.48161	0
micc	rpoh	0.48161	0
rsex	yahc	0.48161	0
chix	argk	0.4816	0
istr	sucd	0.4816	0
rpra	ybix	0.4816	0
glmz	hyfa	0.48159	0
mcas	aste	0.48159	0
mcas	yhfw	0.48159	0
micc	galr	0.48159	0
micf	yiho	0.48159	0
oxys	biop	0.48159	0
dsra	envc	0.48158	0
glmz	yoaf	0.48158	0
istr	fdoi	0.48158	0
micf	gyra	0.48158	0
rsex	kdpe	0.48158	0
chix	pgi	0.48157	0
cyar	allb	0.48157	0
cyar	msck	0.48157	0
mica	fhud	0.48157	0
micc	nrfe	0.48157	0
micf	yhjd	0.48157	0
omrb	ilvy	0.48157	0
oxys	gltl	0.48157	0
rsex	cspg	0.48157	0
ryhb	tonb	0.48157	0
sgrs	hcac	0.48157	0
cyar	aidb	0.48156	0
cyar	yzcx	0.48156	0
glmz	yaau	0.48156	0
mcas	cysz	0.48156	0
mica	moae	0.48156	0
rpra	yhjd	0.48156	0
rydc	asr	0.48156	0
sgrs	degp	0.48156	0
chix	ytid	0.48155	0
glmz	chbr	0.48155	0
micf	ldtc	0.48155	0
omra	pta	0.48155	0
gcvb	hoka	0.48154	0
glmz	rpmi	0.48154	0
glmz	yegl	0.48154	0
mcas	csta	0.48154	0
omra	rpsq	0.48154	0
chix	php	0.48153	0
glmz	malg	0.48153	0
mica	ybio	0.48153	0
micc	aas	0.48153	0
oxys	ascf	0.48153	0
rydc	argg	0.48153	0
sgrs	acrd	0.48153	0
arcz	hxpb	0.48152	0
chix	wcaj	0.48152	0
chix	ygjk	0.48152	0
istr	ycin	0.48152	0
mcas	kefg	0.48152	0
oxys	parc	0.48152	0
sgrs	cyoc	0.48152	0
chix	fabh	0.48151	0
istr	mhpa	0.48151	0
micc	napd	0.48151	0
micc	sapb	0.48151	0
micf	ves	0.48151	0
oxys	uraa	0.48151	0
rsex	htre	0.48151	0
rsex	ymia	0.48151	0
chix	ymjc	0.4815	0
rpra	tory	0.4815	0
rsex	ycbv	0.4815	0
rydc	purb	0.4815	0
chix	tag	0.48149	0
omra	meni	0.48149	0
omra	ydfc	0.48149	0
rsex	ycie	0.48149	0
chix	leud	0.48148	0
gcvb	yjik	0.48148	0
istr	mmup	0.48148	0
mcas	sfmf	0.48148	0
micc	atpc	0.48148	0
micf	acea	0.48148	0
micf	dgci	0.48148	0
micf	gudx	0.48148	0
micf	pyrc	0.48148	0
omra	argr	0.48148	0
rsex	rpmg	0.48148	0
rsex	slyb	0.48148	0
ryhb	yihx	0.48148	0
omra	secm	0.48147	0
rydc	mura	0.48147	0
sgrs	baes	0.48147	0
sgrs	yghu	0.48147	0
sgrs	yhhi	0.48147	0
arcz	ybir	0.48146	0
chix	gpmm	0.48146	0
chix	hema	0.48146	0
cyar	gsid	0.48146	0
cyar	rsmf	0.48146	0
cyar	sdac	0.48146	0
mcas	cpxr	0.48146	0
mcas	yahn	0.48146	0
omra	tsx	0.48146	0
rydc	ydgi	0.48146	0
omra	puuc	0.48145	0
sgrs	noha	0.48145	0
chix	eutp	0.48144	0
fnrs	yffl	0.48144	0
micc	elfc	0.48144	0
omrb	narz	0.48144	0
rpra	pspg	0.48144	0
chix	glms	0.48143	0
glmz	chab	0.48143	0
micf	fuck	0.48143	0
glmz	yaaw	0.48142	0
ryhb	narl	0.48142	0
sgrs	gsph	0.48142	0
arcz	yjjx	0.48141	0
glmz	yfbp	0.48141	0
micf	cysw	0.48141	0
rydc	rplr	0.48141	0
sgrs	yshb	0.48141	0
mcas	lptb	0.4814	0
mica	yqib	0.4814	0
mcas	rply	0.48139	0
spf	asr	0.48139	0
chix	glxk	0.48138	0
fnrs	alle	0.48138	0
istr	ynak	0.48138	0
istr	ynfe	0.48138	0
mica	uspb	0.48138	0
rybb	actp	0.48138	0
chix	yida	0.48137	0
chix	yiiq	0.48137	0
istr	mpl	0.48137	0
istr	yhdv	0.48137	0
micf	amph	0.48137	0
oxys	yadh	0.48137	0
rpra	gatz	0.48137	0
ryhb	bsma	0.48137	0
istr	ppnn	0.48136	0
mica	prmc	0.48136	0
micc	ycdz	0.48136	0
oxys	ampd	0.48136	0
rydc	clsb	0.48136	0
ryhb	yqaa	0.48136	0
chix	ygis	0.48135	0
glmz	hoke	0.48135	0
mica	fryb	0.48135	0
mica	yfju	0.48135	0
omrb	ralr	0.48135	0
rpra	chbg	0.48135	0
rydc	hofo	0.48135	0
ryhb	ibpa	0.48135	0
ryhb	nark	0.48135	0
cyar	csrd	0.48134	0
micc	sdhd	0.48134	0
micf	bcsz	0.48134	0
omra	elfa	0.48134	0
oxys	ynjc	0.48134	0
rybb	ssud	0.48134	0
ryhb	ompt	0.48134	0
cyar	yfec	0.48133	0
istr	ytfl	0.48133	0
mcas	yegt	0.48133	0
mcas	yfdr	0.48133	0
mica	maa	0.48133	0
micf	yjce	0.48133	0
omrb	ybhb	0.48133	0
rpra	yfgg	0.48133	0
rybb	yphc	0.48133	0
ryhb	yadw	0.48133	0
ryhb	ymje	0.48133	0
cyar	gdx	0.48132	0
istr	ybel	0.48132	0
mcas	lpxm	0.48132	0
micc	mrda	0.48132	0
rybb	sgrt	0.48132	0
chix	mgrb	0.48131	0
cyar	thya	0.48131	0
glmz	lpxt	0.48131	0
istr	abpa	0.48131	0
istr	many	0.48131	0
mcas	rpoa	0.48131	0
mica	mdtc	0.48131	0
mica	ppic	0.48131	0
micf	csgg	0.48131	0
micf	fhla	0.48131	0
oxys	iclr	0.48131	0
rsex	mcrb	0.48131	0
dsra	hokc	0.4813	0
fnrs	yjhi	0.4813	0
istr	yohd	0.4813	0
mcas	pdhr	0.4813	0
rsex	ccmf	0.4813	0
rsex	dgcp	0.4813	0
rsex	hdea	0.4813	0
istr	metf	0.48129	0
rydc	cbra	0.48129	0
chix	yqha	0.48128	0
cyar	rcla	0.48128	0
oxys	srla	0.48128	0
rpra	yfcf	0.48128	0
rybb	rpmc	0.48128	0
rydc	ybjj	0.48128	0
arcz	yecd	0.48127	0
chix	rpne	0.48127	0
istr	yfjz	0.48127	0
istr	ygis	0.48127	0
mica	agar	0.48127	0
micc	ibag	0.48127	0
micc	metb	0.48127	0
istr	yegx	0.48126	0
micc	hycc	0.48126	0
cyar	glgp	0.48125	0
rsex	fxsa	0.48125	0
rybb	rutg	0.48125	0
micf	ytfb	0.48124	0
omra	tufb	0.48124	0
rydc	paai	0.48124	0
rydc	yaaj	0.48124	0
sgrs	frvb	0.48124	0
sgrs	ydea	0.48124	0
gcvb	ykgs	0.48123	0
mica	uvra	0.48123	0
micf	hded	0.48123	0
oxys	yhhw	0.48123	0
rydc	yiao	0.48123	0
chix	napa	0.48122	0
chix	ybgi	0.48122	0
chix	yqga	0.48122	0
cyar	yejk	0.48122	0
glmz	ymfj	0.48122	0
istr	yoaf	0.48122	0
micc	dapd	0.48122	0
micf	cyod	0.48122	0
micf	kdpd	0.48122	0
rydc	yacg	0.48122	0
sgrs	ascf	0.48122	0
micf	hyfb	0.48121	0
omrb	murq	0.48121	0
oxys	soxr	0.48121	0
sgrs	ecna	0.48121	0
chix	deor	0.4812	0
fnrs	ymia	0.4812	0
istr	lspa	0.4812	0
mcas	hicb	0.4812	0
rpra	yfgd	0.4812	0
chix	hslu	0.48119	0
chix	yqec	0.48119	0
cyar	dmsd	0.48119	0
cyar	nagb	0.48119	0
dsra	yedd	0.48119	0
omra	yfdg	0.48119	0
omrb	psd	0.48119	0
oxys	sbma	0.48119	0
rsex	ampe	0.48119	0
rydc	rpst	0.48119	0
sgrs	sufc	0.48119	0
arcz	yebf	0.48118	0
cyar	ygfb	0.48118	0
fnrs	lpxt	0.48118	0
mcas	mrp	0.48118	0
mica	mrec	0.48118	0
rpra	yrbl	0.48118	0
rsex	moaa	0.48118	0
rydc	irok	0.48118	0
sgrs	yadm	0.48118	0
mcas	pura	0.48117	0
micf	mepa	0.48117	0
sgrs	modf	0.48117	0
chix	mrec	0.48116	0
glmz	ybef	0.48116	0
istr	gltb	0.48116	0
mica	atpe	0.48116	0
mica	rpls	0.48116	0
micc	napa	0.48116	0
omra	ybeu	0.48116	0
omrb	elfa	0.48116	0
arcz	azuc	0.48115	0
chix	fhuc	0.48115	0
chix	racr	0.48115	0
cyar	flia	0.48115	0
fnrs	cspi	0.48115	0
mcas	tpr	0.48115	0
rsex	rhtc	0.48115	0
ryhb	foca	0.48115	0
sgrs	aaer	0.48115	0
dsra	ybay	0.48114	0
glmz	yihp	0.48114	0
micf	galu	0.48114	0
micf	maea	0.48114	0
omra	rpob	0.48114	0
rsex	yadl	0.48114	0
rydc	rnd	0.48114	0
spf	ghot	0.48114	0
chix	fepg	0.48113	0
glmz	argo	0.48113	0
ryhb	bglb	0.48113	0
istr	hslv	0.48112	0
mcas	meni	0.48112	0
micf	hsdm	0.48112	0
micf	rrrq	0.48112	0
micf	yhfu	0.48112	0
rpra	yeee	0.48112	0
ryhb	murj	0.48112	0
arcz	acra	0.48111	0
arcz	fume	0.48111	0
chix	sufd	0.48111	0
glmz	ttdr	0.48111	0
mcas	umud	0.48111	0
mica	ybfd	0.48111	0
dsra	pflc	0.4811	0
gcvb	ytfh	0.4811	0
istr	glxr	0.4811	0
mica	ycap	0.4811	0
rpra	exbb	0.4811	0
rpra	yiay	0.4811	0
rydc	agas	0.4811	0
rydc	wece	0.4811	0
gcvb	yehe	0.48109	0
chix	ypjb	0.48108	0
cyar	cysb	0.48108	0
cyar	rpli	0.48108	0
fnrs	ents	0.48108	0
glmz	yjgz	0.48108	0
mica	poti	0.48108	0
rpra	yhfk	0.48108	0
rydc	hisf	0.48108	0
rydc	ybdf	0.48108	0
chix	tar	0.48107	0
cyar	ynjf	0.48107	0
mica	ybjq	0.48107	0
micf	wzxc	0.48107	0
mcas	higb	0.48106	0
oxys	yeee	0.48106	0
sgrs	cusr	0.48106	0
spf	ypab	0.48106	0
cyar	bsma	0.48105	0
mcas	yhcg	0.48105	0
mica	yfez	0.48105	0
micf	flhc	0.48105	0
oxys	nant	0.48105	0
rybb	ybgu	0.48105	0
gcvb	yciy	0.48104	0
istr	gltj	0.48104	0
oxys	entc	0.48104	0
rsex	hflc	0.48104	0
rydc	yjbq	0.48104	0
istr	mlae	0.48103	0
istr	rmf	0.48103	0
mcas	flgi	0.48103	0
mcas	yfdy	0.48103	0
micc	lole	0.48103	0
rpra	sgcc	0.48103	0
rpra	yibl	0.48103	0
rydc	pnta	0.48103	0
arcz	cvpa	0.48102	0
gcvb	yfdk	0.48102	0
micc	yejb	0.48102	0
mcas	nudj	0.48101	0
mcas	oppf	0.48101	0
micc	mdtb	0.48101	0
micc	mdtl	0.48101	0
cyar	yfcg	0.481	0
mica	dxs	0.481	0
mica	kpta	0.481	0
micf	argc	0.481	0
micf	mnth	0.481	0
oxys	uhpa	0.481	0
rpra	acrf	0.481	0
chix	ycgn	0.48099	0
istr	yjcb	0.48099	0
mica	ymfm	0.48099	0
rydc	mrp	0.48099	0
cyar	tisb	0.48098	0
istr	bama	0.48098	0
fnrs	yahk	0.48097	0
glmz	ylbf	0.48097	0
micc	livg	0.48097	0
micf	ymfk	0.48097	0
rpra	ampe	0.48097	0
rsex	ydgk	0.48097	0
sgrs	lsrd	0.48097	0
chix	ldra	0.48096	0
chix	ldrc	0.48096	0
fnrs	pspb	0.48096	0
mcas	tam	0.48096	0
mcas	ybib	0.48096	0
micf	acee	0.48096	0
rsex	yehy	0.48096	0
istr	fdng	0.48095	0
istr	glvb	0.48095	0
oxys	ssue	0.48095	0
spf	slyb	0.48095	0
cyar	yfjz	0.48094	0
istr	pgpc	0.48094	0
mcas	ykge	0.48094	0
mica	relb	0.48094	0
micc	tyrr	0.48094	0
micf	orn	0.48094	0
chix	gyra	0.48093	0
fnrs	flin	0.48093	0
fnrs	ymda	0.48093	0
istr	nine	0.48093	0
micc	yeae	0.48093	0
micf	ygia	0.48093	0
rsex	hola	0.48093	0
sgrs	sapc	0.48093	0
chix	hybc	0.48092	0
chix	yddm	0.48092	0
dsra	yajl	0.48092	0
mcas	ldra	0.48092	0
mcas	ldrc	0.48092	0
mica	nadc	0.48092	0
ryhb	ilvh	0.48092	0
arcz	lyso	0.48091	0
chix	yagn	0.48091	0
micf	iles	0.48091	0
oxys	tusc	0.48091	0
rydc	yihq	0.48091	0
arcz	ynjc	0.4809	0
istr	nfsa	0.4809	0
micf	arof	0.4809	0
micf	tyrs	0.4809	0
micf	yfhm	0.4809	0
oxys	euta	0.4809	0
rpra	xylr	0.4809	0
rsex	irok	0.4809	0
chix	lold	0.48089	0
fnrs	yqii	0.48089	0
glmz	fade	0.48089	0
mcas	cysk	0.48089	0
micf	uida	0.48089	0
rpra	nrda	0.48089	0
rsex	tdca	0.48089	0
ryhb	yejg	0.48089	0
sgrs	glpg	0.48089	0
fnrs	ydch	0.48088	0
istr	cobs	0.48088	0
mcas	nadc	0.48088	0
mica	phnc	0.48088	0
omra	glgs	0.48088	0
omra	hisb	0.48088	0
oxys	yhbw	0.48088	0
rsex	wbbj	0.48088	0
gcvb	mcra	0.48087	0
glmz	nupx	0.48087	0
micc	rpib	0.48087	0
rsex	ycgj	0.48087	0
rydc	efeo	0.48087	0
rydc	zras	0.48087	0
sgrs	ycak	0.48087	0
fnrs	flio	0.48086	0
istr	obge	0.48086	0
mcas	djla	0.48086	0
mcas	puup	0.48086	0
mcas	yhal	0.48086	0
micc	flha	0.48086	0
micf	cdh	0.48086	0
oxys	yccx	0.48086	0
rpra	narx	0.48086	0
rpra	this	0.48086	0
rpra	yfaq	0.48086	0
cyar	ydjh	0.48085	0
micc	hype	0.48085	0
rsex	thiq	0.48085	0
sgrs	soda	0.48085	0
micc	ygfz	0.48084	0
micf	phni	0.48084	0
rydc	rffh	0.48084	0
chix	ykgs	0.48083	0
mcas	uhpt	0.48083	0
mcas	yoaa	0.48083	0
micf	pspd	0.48083	0
micf	usg	0.48083	0
rsex	mobb	0.48083	0
rydc	ampd	0.48083	0
rydc	yegi	0.48083	0
cyar	ydhx	0.48082	0
dsra	ykfa	0.48082	0
glmz	yjjx	0.48082	0
istr	guac	0.48082	0
micf	ansb	0.48082	0
micf	yjij	0.48082	0
omra	yjja	0.48082	0
oxys	kdsa	0.48082	0
rydc	mfd	0.48082	0
mcas	yidz	0.48081	0
mcas	yihm	0.48081	0
rpra	puud	0.48081	0
arcz	flge	0.4808	0
mcas	metc	0.4808	0
micc	yeis	0.4808	0
micf	yhal	0.4808	0
micf	yjim	0.4808	0
rsex	sapc	0.4808	0
rydc	cpsb	0.4808	0
ryhb	ydej	0.4808	0
chix	mete	0.48079	0
istr	gph	0.48079	0
istr	riha	0.48079	0
mcas	mdte	0.48079	0
mica	nagk	0.48078	0
mica	ulaf	0.48078	0
rpra	dcrb	0.48078	0
rydc	sgce	0.48078	0
rydc	ygco	0.48078	0
chix	mscm	0.48077	0
sgrs	nuom	0.48077	0
micf	arcb	0.48076	0
rydc	tcyj	0.48076	0
cyar	pyrg	0.48075	0
mica	mukb	0.48075	0
mica	yjin	0.48075	0
micf	nrdf	0.48075	0
ryhb	yahl	0.48075	0
arcz	ydcs	0.48074	0
mcas	yhhy	0.48074	0
mica	phoa	0.48074	0
micf	dgcc	0.48074	0
chix	dapa	0.48073	0
dsra	ybgs	0.48073	0
istr	glnk	0.48073	0
omrb	trpd	0.48073	0
rydc	qmca	0.48073	0
rydc	ygjr	0.48073	0
mcas	trxb	0.48072	0
mcas	yebz	0.48072	0
omra	phnl	0.48072	0
rydc	ycaq	0.48072	0
cyar	ddpc	0.48071	0
mcas	crfc	0.48071	0
mica	ptsa	0.48071	0
rpra	pabc	0.48071	0
rpra	yeiq	0.48071	0
rybb	ynid	0.48071	0
sgrs	nupx	0.48071	0
fnrs	yfjm	0.4807	0
mica	waab	0.4807	0
micf	pgi	0.4807	0
micf	yehx	0.4807	0
rsex	yohj	0.4807	0
rydc	yjij	0.4807	0
dsra	fadi	0.48069	0
micc	yidg	0.48069	0
micf	flia	0.48069	0
omra	yeew	0.48069	0
rsex	mnth	0.48069	0
rsex	pgpc	0.48069	0
fnrs	poti	0.48068	0
istr	yial	0.48068	0
mcas	yqgb	0.48068	0
omrb	flid	0.48068	0
rydc	moad	0.48068	0
ryhb	ompw	0.48068	0
sgrs	prlf	0.48068	0
glmz	yoaj	0.48067	0
istr	eutm	0.48067	0
mcas	hyad	0.48067	0
mica	ogrk	0.48067	0
rydc	gcva	0.48067	0
rydc	nuoh	0.48067	0
chix	kdsc	0.48066	0
cyar	yfcr	0.48066	0
oxys	kdsd	0.48066	0
oxys	leus	0.48066	0
arcz	rpmf	0.48065	0
arcz	yafo	0.48065	0
istr	rna	0.48065	0
chix	ydjf	0.48064	0
cyar	pepd	0.48064	0
cyar	ytfp	0.48064	0
chix	cnox	0.48063	0
chix	rplw	0.48063	0
dsra	mete	0.48063	0
istr	dtpd	0.48063	0
mcas	taub	0.48063	0
mcas	yaji	0.48063	0
omra	cmtb	0.48063	0
oxys	yifl	0.48063	0
sgrs	yggl	0.48063	0
chix	fdra	0.48062	0
chix	tcyj	0.48062	0
istr	insb4	0.48062	0
mica	rtcr	0.48062	0
micf	yphe	0.48062	0
rydc	miaa	0.48062	0
chix	yaax	0.48061	0
micf	pmrd	0.48061	0
rsex	ugd	0.48061	0
rydc	yiga	0.48061	0
rydc	yjih	0.48061	0
chix	wece	0.4806	0
cyar	rnha	0.4806	0
dsra	ispd	0.4806	0
istr	ppdb	0.4806	0
micc	rffc	0.4806	0
micf	cytr	0.4806	0
cyar	yohj	0.48059	0
rsex	enda	0.48059	0
mica	tfad	0.48058	0
micf	yiau	0.48058	0
omrb	eutq	0.48058	0
rpra	ynej	0.48058	0
rydc	cyoe	0.48058	0
ryhb	yhdx	0.48058	0
chix	phnp	0.48057	0
